addr,time,Fx,Fy,Fz,Mx,My,Mz
170,15.086,-0.02074,0.00637,-0.02236,0.00004,0.00027,-0.00003
170,15.087,-0.02159,-0.00258,-0.02244,-0.00004,0.00024,-0.00002
170,15.088,-0.02927,-0.0145,-0.02201,-0.00023,0.0003,-0.00003
170,15.089,-0.02911,-0.0094,-0.01669,-0.00008,0.00009,-0.00004
170,15.09,-0.02846,-0.00728,-0.02069,0.00006,0.00032,-0.00019
170,15.091,-0.02658,-0.00519,-0.02184,0.00001,0.00013,-0.00002
170,15.092,-0.02279,-0.01276,-0.02332,0.00004,0.00014,-0.00006
170,15.093,-0.02213,-0.00771,-0.02547,0.00012,0.00016,0.00011
170,15.094,-0.01939,-0.00763,-0.0175,-0.00008,0.00021,0.00001
170,15.095,-0.02473,-0.0114,-0.02001,-0.00009,0.00023,-0.00001
170,15.096,-0.02675,-0.01037,-0.01229,-0.00009,0.00027,0.00014
170,15.097,-0.01606,-0.01247,-0.02386,-0.00014,-0.00006,-0.00002
170,15.098,-0.01479,0.00068,-0.02576,0.00002,0,0.00003
170,15.099,-0.01576,0.00402,-0.01783,0.00005,0.00026,-0.00005
170,15.1,-0.02846,0.00227,-0.02504,-0.00003,0.00031,-0.00006
170,15.101,-0.02145,0.01358,-0.01304,0.00015,0.00047,0.00001
170,15.102,-0.02338,0.01286,-0.02018,0.00009,0.00021,0.00006
170,15.103,-0.01819,0.01922,-0.01773,0.00011,0.00009,-0.00012
170,15.104,-0.02143,0.01423,-0.01646,0.00025,0.00018,0.00001
170,15.105,-0.01627,0.01032,-0.0209,0.00016,0.00018,0.00003
170,15.106,-0.01782,-0.00136,-0.01171,-0.00006,0.00015,0.00014
170,15.107,-0.0202,0.00825,-0.0187,0.00002,0.00035,0.00011
170,15.108,-0.01459,0.00429,-0.01986,0.00007,0.00012,0.00004
170,15.109,-0.0113,-0.00321,-0.02336,-0.00001,0.00001,-0.00008
170,15.11,-0.0228,-0.00195,-0.01626,-0.00011,0.00028,0.00002
170,15.111,-0.02783,0.00526,-0.02614,0.00022,0.00026,0.00013
170,15.112,-0.0206,-0.00199,-0.01188,0.00005,0.00017,0.00003
170,15.113,-0.01587,-0.00615,-0.01761,-0.00008,0.00007,-0.00005
170,15.114,-0.01202,-0.00531,-0.03235,0.00006,0.00005,-0.00007
170,15.115,-0.01608,-0.00351,-0.01493,0.00003,0.00011,0.00007
170,15.116,-0.01471,-0.01499,-0.02756,-0.00005,0.00007,-0.00013
170,15.117,-0.02087,-0.01089,-0.01806,-0.00014,0.00017,-0.00007
170,15.118,-0.01956,-0.00688,-0.01879,-0.00002,0.00014,0.00009
170,15.119,-0.01961,0.0041,-0.02281,0.00009,0.00021,-0.00003
170,15.12,-0.01384,0.00285,-0.02418,0.0001,0.00006,0.00007
170,15.121,-0.01502,0.00889,-0.01568,0.00023,0.00019,-0.0001
170,15.122,-0.01985,0.00788,-0.01972,0.00016,0.00005,-0.00003
170,15.123,-0.02311,0.00213,-0.02321,0,0.00008,0.00007
170,15.124,-0.02992,0.01118,-0.01588,0.00009,0.00038,0.00005
170,15.125,-0.02279,0.00347,-0.02023,-0.00008,0.0002,0.00012
170,15.126,-0.0242,0.0107,-0.01867,0.00016,0.00038,0
170,15.127,-0.01674,0.00719,-0.02394,0.00004,0.00024,-0.00002
170,15.128,-0.02439,0.01188,-0.01879,0.00003,0.00026,-0.00003
170,15.129,-0.01325,0.00218,-0.01398,0.00004,0.00004,-0.00004
170,15.13,-0.01392,0.00207,-0.01703,-0.00016,0.00015,0.00012
170,15.131,-0.01475,0.00611,-0.0193,0.00008,0.00028,-0.00012
170,15.132,-0.01783,0.00174,-0.01747,-0.00005,0.00016,-0.00019
170,15.133,-0.00926,0.01301,-0.0096,0.00025,-0.00014,0.00011
170,15.134,-0.02883,0.00205,-0.02068,0.00009,0.00038,0.00014
170,15.135,-0.02088,0.00066,-0.01736,-0.00008,0.00023,0.00012
170,15.136,-0.026,0.00003,-0.0233,-0.00002,0.0003,0.00009
170,15.137,-0.02547,-0.00256,-0.01987,0.00006,0.00017,0.00011
170,15.138,-0.0289,-0.00789,-0.0241,-0.00009,0.00037,-0.00001
170,15.139,-0.02928,-0.00701,-0.02185,-0.00011,0.0003,0.00011
170,15.14,-0.02758,-0.01368,-0.02603,-0.00011,0.00018,0.00011
170,15.141,-0.02871,-0.00993,-0.01707,-0.00011,0.00033,-0.00003
170,15.142,-0.02171,-0.01314,-0.02393,-0.00014,0.0002,0.00012
170,15.143,-0.02466,-0.00294,-0.02426,-0.00014,0.00035,-0.00007
170,15.144,-0.01834,-0.00594,-0.01235,-0.00004,0.00011,0.00012
170,15.145,-0.00798,0.00597,-0.02021,0.00011,-0.00001,-0.00003
170,15.146,-0.01698,0.01082,-0.02206,0.00036,0.00006,-0.00004
170,15.147,-0.01764,0.00666,-0.01921,-0.00004,0.00023,-0.00013
170,15.148,-0.02002,0.00335,-0.01405,-0.00019,0.00025,-0.00001
170,15.149,-0.01983,0.01059,-0.01902,0.00017,0.00016,0.00006
170,15.15,-0.01038,0.0313,-0.01427,0.00031,0.00003,0.00011
170,15.151,-0.01639,0.01044,-0.02133,0.00025,0.00013,-0.00001
170,15.152,-0.0216,0.0081,-0.01534,0.00007,0.00026,0.00023
170,15.153,-0.03489,0.00137,-0.02316,0,0.0003,0.00006
170,15.154,-0.0278,0.00485,-0.01946,-0.00013,0.00023,0.00005
170,15.155,-0.02004,0.00612,-0.02136,0.00001,0.00024,0.00016
170,15.156,-0.01516,0.00781,-0.01945,0.00019,0.00025,-0.00002
170,15.157,-0.0177,-0.00336,-0.02103,0.00008,0.00011,0.00007
170,15.158,-0.01152,-0.0077,-0.01493,-0.00014,0.00012,-0.00007
170,15.159,-0.00811,-0.00384,-0.01522,0.00007,0.00002,-0.00006
170,15.16,-0.01901,-0.0052,-0.02148,0.00004,0.00017,-0.00001
170,15.161,-0.02517,0.00397,-0.01516,0.00016,0.00025,0.00001
170,15.162,-0.02357,-0.0074,-0.01964,-0.00012,0.00018,-0.00004
170,15.163,-0.01567,-0.00652,-0.02541,-0.00002,0.00016,0
170,15.164,-0.02205,-0.00569,-0.01515,0.00009,0.00029,-0.00009
170,15.165,-0.02775,-0.0029,-0.01621,-0.00004,0.00045,0.00007
170,15.166,-0.02066,0.00861,-0.02161,0.00036,0.00021,-0.00005
170,15.167,-0.02124,0.00812,-0.01371,-0.00003,0.00023,-0.00002
170,15.168,-0.01395,0.0044,-0.01589,-0.00016,-0.00013,-0.00007
170,15.169,-0.02944,0.01138,-0.01639,0.00015,0.00047,0.00004
170,15.17,-0.02873,0.00328,-0.02312,-0.00005,0.00017,-0.00002
170,15.171,-0.02885,-0.00175,-0.02032,-0.0001,0.00038,0.00007
170,15.172,-0.0181,0.01221,-0.01419,0.00016,0.00012,0.00008
170,15.173,-0.01612,0.01071,-0.01084,0.00013,0.00028,-0.00011
170,15.174,-0.00333,0.00427,-0.01774,-0.00006,-0.00022,0.00008
170,15.175,-0.01095,0.01344,-0.01393,0.00025,0.00016,0.00006
170,15.176,-0.00918,0.01069,-0.02001,0.00022,-0.00003,-0.00003
170,15.177,-0.02216,0.01491,-0.01874,0.00012,0.00002,0.0001
170,15.178,-0.0178,0.01496,-0.01526,0.00028,0.00029,0.00007
170,15.179,-0.01378,0.00552,-0.02161,0.00012,-0.00013,0
170,15.18,-0.02389,-0.00632,-0.01804,-0.00002,0.00031,-0.00005
170,15.181,-0.0198,0.00877,-0.01676,0.00019,0,0
170,15.182,-0.01861,-0.0078,-0.01842,-0.0002,0.00008,0.00004
170,15.183,-0.02088,-0.00635,-0.01579,-0.00008,0.00012,0.00013
170,15.184,-0.02299,-0.00402,-0.01487,-0.00013,0.00016,-0.00001
170,15.185,-0.0126,-0.00431,-0.01823,0.00001,0.00004,0.00004
170,15.186,-0.01948,-0.00462,-0.01964,-0.00001,0.00021,0.00007
170,15.187,-0.0131,-0.00224,-0.01403,-0.00002,0.00003,0.00006
170,15.188,-0.01752,0.00038,-0.01306,0.00017,0.00002,0.00008
170,15.189,-0.02427,-0.0019,-0.01346,-0.00008,0.00032,0.00013
170,15.19,-0.00455,0.00016,-0.0204,-0.00002,0.00002,0.00035
170,15.191,-0.00857,0.00769,-0.01788,0,0.00001,0.00017
170,15.192,-0.00711,0.00119,-0.02385,0,-0.00013,0.00008
170,15.193,-0.03684,0.01759,-0.0145,0.00015,0.00045,-0.00008
170,15.194,-0.01537,0.00276,-0.01856,0.00003,0.00011,-0.00005
170,15.195,-0.0087,0.00945,-0.01381,0.00005,-0.00004,-0.00005
170,15.196,-0.01533,0.00459,-0.02554,0.0001,0.00007,-0.00022
170,15.197,-0.01488,0.00571,-0.00954,0.00008,0.00012,0.00002
170,15.198,-0.01819,0.00031,-0.00783,-0.00009,0.00019,-0.00001
170,15.199,-0.00452,0.01444,-0.01988,0.0002,-0.0001,0.00017
170,15.2,-0.01797,0.00573,-0.00781,0.00006,0.00019,0.00014
170,15.201,-0.01624,0.01891,-0.02507,0.00029,0.00026,0.00017
170,15.202,-0.01277,0.00544,-0.01036,0.00017,0.00002,0.00015
170,15.203,-0.00417,0.00772,-0.01336,0.00022,-0.00007,0.00018
170,15.204,-0.01846,0.00243,-0.02539,-0.00003,0.00018,0.00001
170,15.205,-0.02365,0.00172,-0.0192,0.00013,0.00022,-0.00004
170,15.206,-0.02389,-0.00623,-0.01684,-0.0001,0.0003,-0.00012
170,15.207,-0.0222,-0.00653,-0.02141,0.00005,0.00004,-0.00008
170,15.208,-0.01381,-0.00432,-0.02303,-0.00001,0.00003,-0.00009
170,15.209,-0.02314,-0.00519,-0.01788,-0.00009,0.00022,-0.00006
170,15.21,-0.00967,-0.01409,-0.01824,-0.00018,0.00002,-0.00003
170,15.211,-0.01876,-0.01058,-0.01697,-0.0001,0.00014,0.00007
170,15.212,-0.02445,-0.00168,-0.02193,0.00006,0.00029,0.00008
170,15.213,-0.02001,0.00192,-0.01457,0.00007,0.0002,0.00007
170,15.214,-0.01395,0.00125,-0.02477,0.00014,0.00011,0.00001
170,15.215,-0.01197,0.01463,-0.01378,0.00027,0.00005,0.00002
170,15.216,-0.02381,0.00425,-0.01801,-0.00001,0.00034,0.0001
170,15.217,-0.01524,0.00907,-0.01776,0.00005,0.00006,0.00006
170,15.218,-0.00242,-0.00309,-0.01301,-0.00014,-0.00018,0.00007
170,15.219,-0.0129,0.00035,-0.01959,-0.00012,0.00001,0.00013
170,15.22,-0.0143,-0.00224,-0.01745,-0.00013,0.00002,0.00013
170,15.221,-0.0143,0.00487,-0.01303,0.00005,0.00002,0
170,15.222,-0.02613,0.00812,-0.01268,0.00009,0.00044,-0.00006
170,15.223,-0.00758,0.01206,-0.0175,0.00032,0.00004,0.00014
170,15.224,-0.0254,-0.00462,-0.01039,-0.00014,0.00042,0.00001
170,15.225,-0.01775,-0.00439,-0.01631,-0.00002,0.00019,-0.00004
170,15.226,-0.01915,-0.00433,-0.01328,-0.0002,0.00005,-0.00001
170,15.227,-0.01559,-0.01197,-0.01845,-0.00023,0.00018,-0.00001
170,15.228,-0.00543,-0.00319,-0.0224,-0.00007,-0.0002,0.00004
170,15.229,-0.01231,-0.00227,-0.01113,-0.00016,-0.00003,-0.00007
170,15.23,-0.02417,-0.01067,-0.01116,-0.00002,0.00018,0.00001
170,15.231,-0.0137,-0.00823,-0.01656,0.00006,0.00001,0.00003
170,15.232,-0.01208,-0.00462,-0.01846,0.00003,0.00005,0.0001
170,15.233,-0.01483,-0.0075,-0.02122,-0.00015,0.00014,0.00006
170,15.234,-0.00793,-0.00085,-0.02094,0.00012,0.00002,0.00004
170,15.235,-0.02626,0.00559,-0.01153,0.00007,0.00035,-0.00002
170,15.236,-0.02293,0.00777,-0.01419,0.00021,0.00028,-0.00009
170,15.237,-0.03182,-0.00291,-0.02063,0.00005,0.00041,0.00008
170,15.238,-0.02147,0.00217,-0.02014,-0.00006,0.00021,-0.00001
170,15.239,-0.02171,0.00706,-0.02192,0.00023,0.00016,-0.00001
170,15.24,-0.03043,0.0095,-0.01636,0.00008,0.00028,-0.00014
170,15.241,-0.02538,0.01042,-0.01686,0.00028,0.0002,-0.00007
170,15.242,-0.01594,0.00252,-0.01651,0.00003,0.00018,-0.00017
170,15.243,-0.02244,-0.00799,-0.01255,-0.0002,0.00028,-0.00006
170,15.244,-0.00661,0.00068,-0.00983,-0.00006,0.00003,-0.00005
170,15.245,-0.01703,0.00475,-0.01142,-0.00008,0.0002,0.00009
170,15.246,-0.01303,0.01945,-0.008,0.00035,0.0001,-0.00002
170,15.247,-0.01866,0.00637,-0.01792,-0.00008,0.00021,0.00006
170,15.248,-0.02203,0.0044,-0.01733,-0.00007,0.00036,0.00007
170,15.249,-0.01459,-0.00356,-0.0117,0.00009,0.00011,-0.00004
170,15.25,-0.01934,-0.00028,-0.01254,-0.00005,0.00013,0.00009
170,15.251,-0.0169,-0.00153,-0.01862,0.0001,0.00007,0.00002
170,15.252,-0.01594,0.00708,-0.01719,0.00023,0.00007,-0.00002
170,15.253,-0.01948,0.00236,-0.01481,0.00003,0.00016,0.00003
170,15.254,-0.01462,-0.00723,-0.02321,-0.00002,-0.00006,0.00011
170,15.255,-0.01349,-0.00573,-0.01475,-0.00006,0.00005,-0.00005
170,15.256,-0.02003,-0.00461,-0.02414,-0.00002,0.00016,-0.00003
170,15.257,-0.01371,0.00391,-0.01781,0.00009,0.00002,0.00003
170,15.258,-0.03036,0.01179,-0.02051,0.00025,0.00022,0.00001
170,15.259,-0.01704,0.01139,-0.01326,0.00018,0.00021,0.00017
170,15.26,-0.01862,-0.00122,-0.01365,-0.00006,0.00007,-0.00008
170,15.261,-0.02271,-0.00344,-0.01266,-0.00009,0.00036,0.00025
170,15.262,-0.00591,0.00056,-0.01491,-0.00006,-0.00006,0.00007
170,15.263,-0.01665,0.01586,-0.01689,0.00017,0.00024,0.00009
170,15.264,-0.02066,0.007,-0.01776,-0.00001,0.00026,0.00005
170,15.265,-0.01899,0.00634,-0.01437,-0.00007,0.00025,-0.00003
170,15.266,-0.01784,0.0082,-0.0214,-0.00006,0.00014,0.00009
170,15.267,-0.02064,0.01456,-0.0214,0.00018,0.00026,0.00005
170,15.268,-0.022,0.00843,-0.01065,0.00006,0.00029,-0.00005
170,15.269,-0.01597,0.00416,-0.01794,0.00008,0.00027,-0.0001
170,15.27,-0.00782,0.00999,-0.01171,0.00013,-0.00009,0.00005
170,15.271,-0.01689,0.00227,-0.0187,0.00002,0.00014,0.00003
170,15.272,-0.02094,-0.00063,-0.01553,0.00001,0.00022,0
170,15.273,-0.01872,0.0005,-0.01802,0.00016,0.00006,-0.00002
170,15.274,-0.028,-0.00849,-0.01634,-0.00008,0.00024,-0.00006
170,15.275,-0.02401,0.00013,-0.0226,0.00015,0.00021,0.00012
170,15.276,-0.03002,0.00088,-0.02244,0.00009,0.00038,0.00001
170,15.277,-0.014,-0.00245,-0.01832,0.00012,0.00011,0.00001
170,15.278,-0.01236,-0.01289,-0.01173,-0.00017,0.00006,0.00009
170,15.279,-0.02177,-0.01537,-0.01885,-0.00026,0.0002,-0.00002
170,15.28,-0.01732,0.00102,-0.01559,-0.00006,0.0001,0.00006
170,15.281,-0.01926,-0.00105,-0.01691,-0.00001,0.00018,0
170,15.282,-0.01152,-0.00382,-0.0185,-0.00015,0.00014,-0.0001
170,15.283,-0.02536,-0.00614,-0.02518,-0.00015,0.00043,-0.00008
170,15.284,-0.01237,0.00556,-0.02155,-0.00002,0.00008,-0.00007
170,15.285,-0.01835,0.00917,-0.01545,0.0001,0.00014,-0.00014
170,15.286,-0.01241,0.00266,-0.01153,-0.00007,0.00009,-0.00008
170,15.287,-0.02011,-0.00204,-0.00999,-0.0001,0.00035,-0.00005
170,15.288,-0.01377,0.01622,-0.02599,0.00017,0.00012,0.00001
170,15.289,-0.01847,0.01883,-0.01022,0.00021,0.00032,0.00009
170,15.29,-0.01723,0.00938,-0.02259,0.00011,0.00026,0.00017
170,15.291,-0.01537,-0.00266,-0.01029,-0.00003,0.00014,0.00011
170,15.292,-0.01477,0.00915,-0.01599,0.00029,0.00019,0.00018
170,15.293,-0.01508,0.00312,-0.00899,0.0001,0.0002,0.00013
170,15.294,-0.01169,-0.00019,-0.02238,0.00002,0.00002,0.00022
170,15.295,-0.01674,0.00828,-0.01015,0.00016,0.00007,-0.00006
170,15.296,-0.00715,0.00304,-0.02098,0.00007,-0.00006,0.00009
170,15.297,-0.00739,0.00474,-0.02015,0.00016,-0.00002,0.00001
170,15.298,-0.02464,0.00018,-0.01524,0,0.00025,0.00021
170,15.299,-0.0212,-0.00376,-0.01285,-0.00011,0.00011,0.00017
170,15.3,-0.0195,-0.00773,-0.02627,0,0.0003,-0.00005
170,15.301,-0.01992,-0.00729,-0.01142,-0.00022,0.0003,0.00008
170,15.302,-0.00972,-0.00258,-0.01603,-0.00019,-0.00005,-0.00007
170,15.303,-0.0264,0.00953,-0.01885,0.00018,0.00037,0.00005
170,15.304,-0.0131,-0.00376,-0.00637,0.00005,0.00022,0.00013
170,15.305,-0.01084,-0.00343,-0.01818,-0.00006,0.00004,0
170,15.306,-0.02806,-0.00503,-0.00874,-0.00004,0.0004,0.00016
170,15.307,-0.01344,0.013,-0.01012,0.00031,0.00013,0.00009
170,15.308,-0.02322,0.00468,-0.01766,0.00006,0.00025,0.00003
170,15.309,-0.03047,0.01766,-0.01514,0.00031,0.0005,0.00014
170,15.31,-0.02601,0.01594,-0.01462,0.00024,0.00044,-0.00002
170,15.311,-0.02369,0.0124,-0.02049,0.00021,0.00035,0.00014
170,15.312,-0.01963,0.00233,-0.01506,0.00001,0.00023,0.00008
170,15.313,-0.01532,-0.00061,-0.00809,-0.00021,0.0002,0.00002
170,15.314,-0.02285,0.00551,-0.01216,0.00002,0.00026,0.00004
170,15.315,-0.0184,-0.00682,-0.01572,-0.00029,0.0001,0.00003
170,15.316,-0.02237,0.0028,-0.01386,-0.00003,0.00017,0.00001
170,15.317,-0.01023,-0.00043,-0.0128,0.00003,0.00015,0.00013
170,15.318,-0.01363,0.00354,-0.01549,0.00014,0.00013,0.00017
170,15.319,-0.01966,0.00975,-0.01692,0.00026,0.00019,-0.00008
170,15.32,-0.01856,0.00274,-0.01132,-0.00004,0.00008,-0.00012
170,15.321,-0.01827,-0.00719,-0.02089,-0.00006,0.00008,0.00008
170,15.322,-0.02162,0.0005,-0.02041,0.00012,0.00011,-0.00007
170,15.323,-0.01151,-0.00456,-0.0166,-0.00008,-0.00005,0.00002
170,15.324,-0.01696,-0.00442,-0.01351,-0.00002,0.00014,0.00019
170,15.325,-0.0176,0.00379,-0.01462,0.00004,0.00016,-0.00003
170,15.326,-0.03004,-0.01109,-0.0156,-0.00011,0.00046,-0.00007
170,15.327,-0.01524,0.00549,-0.01149,0.00016,0.00022,0.00004
170,15.328,-0.01692,0.00397,-0.01049,-0.00022,0.0002,0.0001
170,15.329,-0.02221,0.00389,-0.01125,0.0001,0.00035,0
170,15.33,-0.01806,0.01489,-0.01558,0.0001,0.00022,0.00007
170,15.331,-0.01688,0.01512,-0.01426,0.00032,0.00013,0.00003
170,15.332,-0.01979,0.00852,-0.02266,0.00003,0.00029,0.00001
170,15.333,-0.02236,0.00814,-0.0154,0.00001,0.00035,0.00028
170,15.334,-0.0235,0.00835,-0.01583,0.00014,0.00036,0.00007
170,15.335,-0.01394,0.01113,-0.00656,0.00018,0.00023,-0.00003
170,15.336,-0.01966,0.00486,-0.01968,0.00008,0.00037,-0.00014
170,15.337,-0.00886,0.00237,-0.01257,-0.00009,0.0001,-0.00005
170,15.338,-0.01635,0.00188,-0.00515,0.00008,0.00004,0.00001
170,15.339,-0.02506,0.01,-0.01315,0.00003,0.00042,0.00008
170,15.34,-0.0122,0.00988,-0.01128,0.00014,-0.00003,-0.00011
170,15.341,-0.01214,-0.0025,-0.01225,-0.00012,0.00019,-0.00021
170,15.342,-0.02264,0.00206,-0.01072,-0.00011,0.00038,-0.0001
170,15.343,-0.02172,0.00958,-0.01875,0.00016,0.00016,-0.00002
170,15.344,-0.02205,-0.00496,-0.01417,-0.00007,0.00025,-0.00012
170,15.345,-0.02049,-0.00053,-0.02025,0.00014,0.00015,0.00005
170,15.346,-0.01613,-0.00069,-0.01337,-0.00004,0.00025,0.00012
170,15.347,-0.02835,-0.0052,-0.01074,-0.0002,0.00037,-0.00013
170,15.348,-0.01366,-0.00171,-0.01063,0.00006,0.00011,0.00003
170,15.349,-0.02001,-0.00259,-0.017,-0.00005,0.00028,-0.00017
170,15.35,-0.02277,-0.00671,-0.00751,-0.00009,0.00023,0.00009
170,15.351,-0.02473,0.0016,-0.01383,0.00004,0.00037,-0.00019
170,15.352,-0.02027,-0.00266,-0.02234,-0.00011,0.00032,0.00003
170,15.353,-0.01984,0.00685,-0.01191,0.00003,0.00028,0.00008
170,15.354,-0.02776,0.00503,-0.01862,-0.00001,0.00026,-0.00011
170,15.355,-0.02029,0.00328,-0.01096,0.0001,0.00028,-0.00017
170,15.356,-0.02711,-0.00071,-0.01498,-0.00012,0.0003,-0.00027
170,15.357,-0.02528,0.0046,-0.01999,0.00005,0.00017,-0.00006
170,15.358,-0.01913,0.00673,-0.01254,0.00012,0.00022,-0.00002
170,15.359,-0.02503,0.00861,-0.01134,0.00001,0.00026,-0.00009
170,15.36,-0.02038,0.00311,-0.01747,0.00009,0.00016,0.00007
170,15.361,-0.01963,0.00475,-0.01267,-0.00007,0.00028,0.00004
170,15.362,-0.02303,0.00235,-0.00973,0.00003,0.00029,0.00005
170,15.363,-0.01688,-0.00034,-0.02006,0.00008,0.00023,0.00003
170,15.364,-0.01682,0.00385,-0.01204,0,0.00021,-0.00018
170,15.365,-0.01869,0.00549,-0.0228,0.00012,0.00025,0.00022
170,15.366,-0.01876,0.00553,-0.00992,0.00008,0.00025,0
170,15.367,-0.01798,-0.01552,-0.00826,-0.00017,0.0002,-0.00011
170,15.368,-0.02207,-0.00416,-0.0263,0.00004,0.00019,-0.00013
170,15.369,-0.01678,0.00409,-0.00705,-0.00007,0.00023,-0.00005
170,15.37,-0.02172,-0.00055,-0.02658,-0.00001,0.0003,-0.00011
170,15.371,-0.01478,-0.00677,-0.0129,-0.00009,0.00006,0.00002
170,15.372,-0.01472,-0.00112,-0.00721,0.00006,0.00017,0.00015
170,15.373,-0.02091,0.00587,-0.01473,0.00005,0.0003,-0.00002
170,15.374,-0.01645,-0.00465,-0.01635,-0.00005,0.00027,0.00004
170,15.375,-0.02272,0.00173,-0.01372,-0.00006,0.00034,-0.00021
170,15.376,-0.01558,0.00081,-0.01755,-0.00013,0.00008,0.0001
170,15.377,-0.01715,0.00773,-0.01838,0.00007,0.0002,-0.00006
170,15.378,-0.02609,0.00287,-0.01257,-0.00005,0.00029,-0.0002
170,15.379,-0.02854,0.00991,-0.01431,0.00013,0.00033,0.0001
170,15.38,-0.02468,0.01142,-0.00769,0.00004,0.00018,0.00011
170,15.381,-0.0218,0.0069,-0.01261,-0.00011,0.00029,-0.00006
170,15.382,-0.01808,0.00533,-0.02201,0.00006,0.00022,-0.00013
170,15.383,-0.01547,0.01537,-0.00788,0.00023,0.00009,-0.00009
170,15.384,-0.02394,0.00819,-0.01673,-0.00001,0.00017,-0.00018
170,15.385,-0.01492,0.00818,-0.00754,0.00005,0.00016,-0.00006
170,15.386,-0.0164,0.00483,-0.00739,0.00004,0.00025,0.00001
170,15.387,-0.02102,-0.00676,-0.01784,-0.00005,0.00014,-0.00001
170,15.388,-0.01433,0.00082,-0.01029,0.00005,0.00013,-0.00014
170,15.389,-0.01636,0.00052,-0.01534,-0.00018,0.0001,-0.00003
170,15.39,-0.02341,-0.00266,-0.01545,0.00002,0.00035,0.00008
170,15.391,-0.01358,-0.00109,-0.01452,0.00009,0.00015,-0.00004
170,15.392,-0.01737,0.00622,-0.01695,0.00002,0.00016,0
170,15.393,-0.01999,-0.00003,-0.0215,0.00009,0.00023,0.00022
170,15.394,-0.01862,0.00071,-0.00934,-0.00009,0.00022,0.00001
170,15.395,-0.0172,-0.00336,-0.01737,0,0.00023,0.00011
170,15.396,-0.01038,-0.00306,-0.01867,0.00004,0.00007,0.00004
170,15.397,-0.02485,0.00364,-0.011,-0.00009,0.00027,-0.00005
170,15.398,-0.02048,0.00841,-0.01605,0.00016,0.00029,-0.00002
170,15.399,-0.01899,0.01751,-0.01156,0.00021,0.00017,0.00025
170,15.4,-0.02324,0.0101,-0.0166,0.00017,0.00032,0.00012
170,15.401,-0.01251,-0.00116,-0.02081,0,0.00004,0
170,15.402,-0.02776,-0.00239,-0.01347,-0.00027,0.00034,0.0001
170,15.403,-0.02895,0.00449,-0.01285,-0.00001,0.00022,0.00002
170,15.404,-0.01258,0.00115,-0.01015,-0.00004,0.00005,0.00004
170,15.405,-0.01817,0.0096,-0.01504,0.00003,0.0002,0.00009
170,15.406,-0.01754,-0.00154,-0.0133,-0.00006,0.00014,0.00011
170,15.407,-0.01382,0.0004,-0.0151,0.00006,0.00003,0.00023
170,15.408,-0.0213,0.00297,-0.01097,-0.00001,0.00023,0.00001
170,15.409,-0.02457,-0.00506,-0.01264,0.00002,0.00028,-0.00008
170,15.41,-0.01257,0.00627,-0.00428,0.00012,0.00017,-0.00005
170,15.411,-0.02594,-0.00201,-0.00988,-0.00005,0.00014,-0.00005
170,15.412,-0.02273,0.00207,-0.01379,0.00008,0.00023,-0.0001
170,15.413,-0.00803,0.00459,-0.01392,0.00014,-0.00006,-0.0001
170,15.414,-0.01403,0.00425,-0.00943,0.00016,0.00004,-0.00013
170,15.415,-0.01101,0.00537,-0.01578,0.00015,0.00009,0.00016
170,15.416,-0.01191,-0.00079,-0.01352,-0.00003,0.00001,0.00027
170,15.417,-0.01922,-0.00783,-0.0114,-0.00014,0.00013,0.00026
170,15.418,-0.0134,-0.00188,-0.01685,-0.00008,0.00011,0.00006
170,15.419,-0.02515,-0.0044,-0.00759,-0.00011,0.00024,0.00008
170,15.42,-0.03252,0.00147,-0.01849,0.00002,0.00045,0.00012
170,15.421,-0.02585,0.00481,-0.01219,0.00008,0.0003,-0.00005
170,15.422,-0.02528,0.00611,-0.01709,0.00009,0.0002,0.00008
170,15.423,-0.01139,0.01168,-0.01272,0.00017,0.00006,0.00017
170,15.424,-0.0098,0.00471,-0.01422,0.00004,0.00004,0.00002
170,15.425,-0.01045,0.00686,-0.01729,0.00007,0.00001,-0.00003
170,15.426,-0.01027,0.0043,-0.01295,0.00001,0.00005,0.00014
170,15.427,-0.00832,0.00413,-0.00816,0.00002,-0.00002,-0.00004
170,15.428,-0.0125,0.0012,-0.01805,0.00005,-0.00004,0.00007
170,15.429,-0.01421,0.00698,-0.00684,0.00008,0.00003,0.00017
170,15.43,-0.01082,0.00232,-0.01721,0.00002,0.00016,0.00018
170,15.431,-0.00989,0.00555,-0.01896,-0.0001,0.00004,0.00001
170,15.432,-0.01446,0.00946,-0.0092,0.00013,0.00003,0.00009
170,15.433,-0.0173,-0.00039,-0.01639,-0.00005,0.0003,0.00012
170,15.434,-0.01317,0.00414,-0.01051,0.00001,-0.00001,-0.00009
170,15.435,-0.01721,0.00458,-0.01171,-0.00007,0.00026,-0.00017
170,15.436,-0.0214,0.00661,-0.01547,0.00006,0.00034,0.00002
170,15.437,-0.00672,-0.00636,-0.01438,0,0.00001,0.00023
170,15.438,-0.01585,-0.00767,-0.00678,-0.00019,0.00023,-0.00019
170,15.439,-0.02358,0.00142,-0.01166,0.00011,0.00022,-0.0001
170,15.44,-0.01261,0.00521,-0.00738,-0.00001,0.00005,0
170,15.441,-0.02104,0.01212,-0.01643,0.00019,0.0003,-0.00003
170,15.442,-0.02026,0.01204,-0.0125,0.00031,0.00034,0.00013
