addr,time,Fx,Fy,Fz,Mx,My,Mz
170,44.591,0.23244,-1.27906,-4.60023,0.01453,-0.02521,0.00787
170,44.592,0.23695,-1.28398,-4.61748,0.01469,-0.02545,0.00784
170,44.593,0.24269,-1.29469,-4.62377,0.01461,-0.02545,0.00777
170,44.594,0.24526,-1.28909,-4.64208,0.01494,-0.02563,0.00783
170,44.595,0.23647,-1.30271,-4.64159,0.01486,-0.02544,0.00775
170,44.596,0.24117,-1.30611,-4.64308,0.01475,-0.02568,0.00777
170,44.597,0.23895,-1.3048,-4.66211,0.01498,-0.02582,0.00783
170,44.598,0.23821,-1.31405,-4.66194,0.01505,-0.02576,0.00805
170,44.599,0.2323,-1.32445,-4.66962,0.01493,-0.02561,0.00788
170,44.6,0.23433,-1.3305,-4.67545,0.01496,-0.02589,0.00791
170,44.601,0.22828,-1.33101,-4.67418,0.01502,-0.02588,0.00794
170,44.602,0.2149,-1.33214,-4.68178,0.01526,-0.02583,0.00805
170,44.603,0.21894,-1.34001,-4.69844,0.01536,-0.02606,0.00792
170,44.604,0.21761,-1.34337,-4.70357,0.01524,-0.02608,0.00805
170,44.605,0.21232,-1.3493,-4.70966,0.01542,-0.02609,0.00794
170,44.606,0.21372,-1.35603,-4.7155,0.01519,-0.02625,0.00802
170,44.607,0.2113,-1.35777,-4.7351,0.01544,-0.02638,0.00801
170,44.608,0.20909,-1.37671,-4.73291,0.01518,-0.02653,0.00796
170,44.609,0.19671,-1.3701,-4.74619,0.0154,-0.02643,0.00798
170,44.61,0.19837,-1.36746,-4.75121,0.01562,-0.02673,0.00804
170,44.611,0.19711,-1.37733,-4.75626,0.01548,-0.02693,0.00814
170,44.612,0.1978,-1.38508,-4.77495,0.01537,-0.02728,0.00823
170,44.613,0.18963,-1.39249,-4.78464,0.01564,-0.02727,0.00807
170,44.614,0.17738,-1.39212,-4.79249,0.01558,-0.02737,0.00816
170,44.615,0.16967,-1.38832,-4.80554,0.01597,-0.02756,0.00805
170,44.616,0.16308,-1.3949,-4.80531,0.01574,-0.02751,0.00822
170,44.617,0.14153,-1.39575,-4.81912,0.01591,-0.0274,0.00823
170,44.618,0.14496,-1.41124,-4.82981,0.01578,-0.02775,0.00836
170,44.619,0.13646,-1.40009,-4.82741,0.01585,-0.02783,0.0083
170,44.62,0.13389,-1.41272,-4.84196,0.01596,-0.02796,0.00822
170,44.621,0.12063,-1.41523,-4.85542,0.01594,-0.02812,0.00814
170,44.622,0.1116,-1.42801,-4.87104,0.01591,-0.02821,0.00821
170,44.623,0.11631,-1.43394,-4.87885,0.01577,-0.02842,0.00827
170,44.624,0.10167,-1.43964,-4.88549,0.01609,-0.02854,0.0082
170,44.625,0.10109,-1.43247,-4.8981,0.01618,-0.02867,0.00811
170,44.626,0.08388,-1.44201,-4.90551,0.01618,-0.02877,0.0083
170,44.627,0.07414,-1.44959,-4.92595,0.01645,-0.02886,0.00822
170,44.628,0.07471,-1.46333,-4.93645,0.01618,-0.02887,0.00832
170,44.629,0.06833,-1.45896,-4.94828,0.01656,-0.02902,0.0084
170,44.63,0.06417,-1.46245,-4.95082,0.01651,-0.02926,0.00847
170,44.631,0.06555,-1.4678,-4.95399,0.01667,-0.02945,0.00839
170,44.632,0.05595,-1.48217,-4.97391,0.01658,-0.02949,0.0085
170,44.633,0.05654,-1.48114,-4.98154,0.0166,-0.0296,0.00844
170,44.634,0.05131,-1.50032,-4.98623,0.01648,-0.02971,0.00841
170,44.635,0.03739,-1.50458,-4.99031,0.0167,-0.02962,0.00842
170,44.636,0.03167,-1.5084,-5.01532,0.017,-0.02992,0.00854
170,44.637,0.03667,-1.52214,-5.02842,0.01697,-0.03008,0.00882
170,44.638,0.02305,-1.53845,-5.03484,0.01701,-0.0301,0.00883
170,44.639,0.02569,-1.54353,-5.04064,0.01711,-0.03017,0.00878
170,44.64,0.03036,-1.54803,-5.04615,0.01723,-0.03058,0.00878
170,44.641,0.01765,-1.56314,-5.07591,0.01734,-0.03055,0.00903
170,44.642,0.01685,-1.57822,-5.07552,0.01713,-0.03057,0.00884
170,44.643,0.00799,-1.57671,-5.09581,0.01746,-0.03067,0.00889
170,44.644,0.00165,-1.58024,-5.09501,0.01733,-0.03076,0.00894
170,44.645,-0.00102,-1.58394,-5.10542,0.0177,-0.0309,0.00897
170,44.646,-0.00263,-1.5905,-5.12206,0.01803,-0.0311,0.00908
170,44.647,0.00062,-1.59427,-5.12149,0.01789,-0.03125,0.00911
170,44.648,0.00368,-1.61297,-5.12994,0.01789,-0.03125,0.00917
170,44.649,-0.00957,-1.62391,-5.14263,0.01787,-0.03125,0.00917
170,44.65,-0.01461,-1.62835,-5.14008,0.01787,-0.03126,0.00903
170,44.651,-0.02064,-1.61883,-5.14963,0.0181,-0.03112,0.0091
170,44.652,-0.01955,-1.63579,-5.14728,0.01801,-0.03105,0.0092
170,44.653,-0.02285,-1.63577,-5.15125,0.01813,-0.03112,0.0092
170,44.654,-0.02312,-1.64451,-5.15056,0.01806,-0.03106,0.00926
170,44.655,-0.01652,-1.63908,-5.1557,0.0183,-0.03124,0.0094
170,44.656,-0.01453,-1.65519,-5.1538,0.01809,-0.03135,0.00941
170,44.657,-0.02745,-1.65637,-5.15986,0.01837,-0.03116,0.00937
170,44.658,-0.01,-1.65507,-5.17615,0.01858,-0.0315,0.00937
170,44.659,-0.0078,-1.6563,-5.16655,0.01873,-0.0314,0.00937
170,44.66,-0.02214,-1.67644,-5.17974,0.01855,-0.03122,0.00942
170,44.661,-0.01462,-1.68066,-5.16603,0.01842,-0.03123,0.00944
170,44.662,-0.00727,-1.67914,-5.17025,0.01861,-0.03133,0.00941
170,44.663,-0.00397,-1.68587,-5.17246,0.01852,-0.03124,0.00952
170,44.664,0.00214,-1.68347,-5.17179,0.01846,-0.03126,0.00972
170,44.665,-0.00583,-1.67904,-5.1728,0.01853,-0.03107,0.00949
170,44.666,0.00249,-1.69485,-5.16298,0.01847,-0.03106,0.00956
170,44.667,0.0118,-1.68685,-5.16126,0.01856,-0.03116,0.00976
170,44.668,0.00934,-1.69237,-5.1595,0.01862,-0.03097,0.00964
170,44.669,0.01829,-1.69387,-5.15732,0.01849,-0.03105,0.0098
170,44.67,0.0132,-1.69357,-5.1586,0.01848,-0.03088,0.00975
170,44.671,0.02903,-1.68144,-5.15874,0.01863,-0.03087,0.00962
170,44.672,0.03714,-1.68751,-5.1433,0.01847,-0.03097,0.00964
170,44.673,0.04076,-1.682,-5.1517,0.01855,-0.03099,0.00955
170,44.674,0.04665,-1.68132,-5.14036,0.0185,-0.03093,0.0097
170,44.675,0.04115,-1.68749,-5.14483,0.01849,-0.03062,0.00949
170,44.676,0.04955,-1.6715,-5.13419,0.01862,-0.0307,0.00964
170,44.677,0.05328,-1.69042,-5.1436,0.01823,-0.0304,0.00968
170,44.678,0.0558,-1.67093,-5.1353,0.01857,-0.03046,0.00952
170,44.679,0.06202,-1.67221,-5.12897,0.01852,-0.03044,0.00959
170,44.68,0.06864,-1.66958,-5.12822,0.01849,-0.03047,0.00963
170,44.681,0.07388,-1.66885,-5.11954,0.01851,-0.03056,0.00961
170,44.682,0.07767,-1.67456,-5.11585,0.0183,-0.03035,0.00955
170,44.683,0.09227,-1.67737,-5.1211,0.01841,-0.03043,0.00966
170,44.684,0.09655,-1.65828,-5.10734,0.01868,-0.03039,0.00947
170,44.685,0.10036,-1.66911,-5.11611,0.01855,-0.03033,0.00937
170,44.686,0.10816,-1.67813,-5.10549,0.01823,-0.03035,0.0095
170,44.687,0.1056,-1.6738,-5.10344,0.01834,-0.02997,0.00952
170,44.688,0.11121,-1.66906,-5.1107,0.01839,-0.03,0.00948
170,44.689,0.12056,-1.67301,-5.10051,0.01826,-0.03008,0.00943
170,44.69,0.11933,-1.67751,-5.10872,0.01832,-0.0299,0.00958
170,44.691,0.13393,-1.67914,-5.10595,0.01828,-0.03007,0.00954
170,44.692,0.13632,-1.67478,-5.1154,0.01851,-0.02988,0.00953
170,44.693,0.13363,-1.68337,-5.10748,0.01812,-0.02981,0.00943
170,44.694,0.14667,-1.67819,-5.10959,0.01828,-0.03003,0.00948
170,44.695,0.13724,-1.6765,-5.10291,0.01812,-0.02982,0.0095
170,44.696,0.13422,-1.67845,-5.10722,0.01816,-0.02974,0.00962
170,44.697,0.14654,-1.67048,-5.10898,0.01822,-0.02981,0.00968
170,44.698,0.14389,-1.67268,-5.09394,0.01821,-0.02951,0.0095
170,44.699,0.14481,-1.67098,-5.10436,0.01816,-0.02947,0.00939
170,44.7,0.15449,-1.65539,-5.0996,0.01836,-0.02964,0.00947
170,44.701,0.1569,-1.67151,-5.10329,0.01801,-0.02964,0.00934
170,44.702,0.15974,-1.65358,-5.09893,0.01819,-0.02959,0.00932
170,44.703,0.16001,-1.66121,-5.09472,0.01795,-0.02952,0.00941
170,44.704,0.16279,-1.65241,-5.09146,0.01809,-0.02945,0.00936
170,44.705,0.16331,-1.65648,-5.09513,0.01802,-0.02944,0.00946
170,44.706,0.15966,-1.64782,-5.08446,0.01801,-0.0294,0.00939
170,44.707,0.16714,-1.63714,-5.07755,0.01791,-0.02937,0.00927
170,44.708,0.16793,-1.63515,-5.08203,0.01806,-0.02934,0.00925
170,44.709,0.15866,-1.62811,-5.07485,0.01783,-0.02912,0.00931
170,44.71,0.16128,-1.62463,-5.06806,0.01798,-0.02922,0.00913
170,44.711,0.16196,-1.6056,-5.06892,0.01799,-0.02908,0.00896
170,44.712,0.16664,-1.60342,-5.05734,0.01771,-0.02908,0.00903
170,44.713,0.17433,-1.60433,-5.07074,0.01782,-0.02924,0.00913
170,44.714,0.16728,-1.59596,-5.05065,0.0176,-0.02913,0.00905
170,44.715,0.15429,-1.59554,-5.05355,0.01786,-0.02893,0.00886
170,44.716,0.16017,-1.59545,-5.04244,0.01747,-0.02912,0.00884
170,44.717,0.16273,-1.5949,-5.03383,0.01747,-0.02913,0.00885
170,44.718,0.15492,-1.58659,-5.03424,0.01746,-0.02899,0.00894
170,44.719,0.16379,-1.57477,-5.03507,0.01763,-0.02916,0.00893
170,44.72,0.1656,-1.57329,-5.03192,0.01741,-0.02914,0.00863
170,44.721,0.15031,-1.5729,-5.02841,0.01749,-0.02886,0.00881
170,44.722,0.15917,-1.56328,-5.03507,0.01783,-0.02908,0.0088
170,44.723,0.16542,-1.57494,-5.03055,0.01731,-0.02929,0.00868
170,44.724,0.16236,-1.57723,-5.03312,0.01733,-0.02922,0.00875
170,44.725,0.16022,-1.5782,-5.02596,0.01728,-0.02912,0.00863
170,44.726,0.15367,-1.56763,-5.02949,0.0176,-0.02898,0.00866
170,44.727,0.1449,-1.56765,-5.03441,0.0176,-0.0289,0.00879
170,44.728,0.15723,-1.57163,-5.02829,0.01765,-0.02901,0.009
170,44.729,0.14855,-1.58149,-5.03892,0.01738,-0.02908,0.00886
170,44.73,0.14671,-1.57958,-5.03255,0.0176,-0.02925,0.00881
170,44.731,0.14612,-1.57963,-5.03739,0.0176,-0.02913,0.00896
170,44.732,0.15231,-1.58259,-5.03905,0.01751,-0.02906,0.00888
170,44.733,0.15162,-1.58028,-5.04098,0.01785,-0.02947,0.00894
170,44.734,0.15032,-1.58319,-5.04538,0.01773,-0.02915,0.00889
170,44.735,0.15256,-1.59176,-5.04815,0.01779,-0.02963,0.00894
170,44.736,0.1369,-1.59424,-5.04815,0.01777,-0.02941,0.00897
170,44.737,0.1432,-1.59623,-5.04925,0.01773,-0.02935,0.00885
170,44.738,0.1481,-1.59001,-5.05543,0.01794,-0.02956,0.00879
170,44.739,0.14564,-1.60005,-5.06464,0.01774,-0.02965,0.00896
170,44.74,0.13605,-1.60207,-5.06957,0.01777,-0.02955,0.00903
170,44.741,0.13115,-1.61171,-5.06875,0.01762,-0.02966,0.00878
170,44.742,0.1394,-1.5957,-5.07238,0.01794,-0.02977,0.00888
170,44.743,0.12646,-1.59244,-5.08007,0.01816,-0.02958,0.0092
170,44.744,0.12332,-1.60427,-5.07748,0.01788,-0.02963,0.00901
170,44.745,0.12652,-1.61142,-5.08804,0.0179,-0.02973,0.00891
170,44.746,0.1321,-1.61234,-5.10199,0.01792,-0.02984,0.00895
170,44.747,0.12617,-1.6132,-5.09436,0.01786,-0.02984,0.00903
170,44.748,0.12876,-1.62763,-5.10329,0.01768,-0.02986,0.00889
170,44.749,0.125,-1.62177,-5.10002,0.01777,-0.02983,0.00896
170,44.75,0.12408,-1.62657,-5.10938,0.01776,-0.0298,0.00885
170,44.751,0.12341,-1.62611,-5.11414,0.018,-0.02968,0.00908
170,44.752,0.12893,-1.63148,-5.1187,0.01786,-0.02971,0.00905
170,44.753,0.1378,-1.6294,-5.12183,0.01804,-0.0299,0.00904
170,44.754,0.13794,-1.63337,-5.12992,0.01812,-0.02992,0.00909
170,44.755,0.14108,-1.63833,-5.12715,0.01817,-0.02993,0.00916
170,44.756,0.12473,-1.64131,-5.12776,0.0181,-0.02953,0.00889
170,44.757,0.14102,-1.65001,-5.13781,0.01799,-0.02991,0.00904
170,44.758,0.14574,-1.65146,-5.13075,0.01802,-0.02991,0.00917
170,44.759,0.14708,-1.6511,-5.14157,0.01813,-0.02977,0.0091
170,44.76,0.15832,-1.65415,-5.13439,0.01812,-0.02998,0.00913
170,44.761,0.15516,-1.64781,-5.13655,0.01826,-0.02987,0.0092
170,44.762,0.151,-1.65561,-5.14369,0.01821,-0.02978,0.00918
170,44.763,0.16239,-1.65498,-5.1399,0.01824,-0.02985,0.00919
170,44.764,0.15587,-1.65448,-5.14251,0.01814,-0.02973,0.00923
170,44.765,0.16014,-1.65131,-5.14853,0.01832,-0.02965,0.00928
170,44.766,0.17289,-1.65874,-5.14631,0.01817,-0.02976,0.00927
170,44.767,0.17041,-1.65281,-5.13914,0.01824,-0.02964,0.00928
170,44.768,0.17448,-1.66018,-5.14594,0.01802,-0.02967,0.00945
170,44.769,0.17108,-1.64885,-5.13363,0.01825,-0.02948,0.00938
170,44.77,0.17925,-1.6528,-5.14361,0.01816,-0.02958,0.00921
170,44.771,0.18872,-1.65348,-5.13392,0.01805,-0.02962,0.00936
170,44.772,0.19607,-1.6431,-5.12458,0.01818,-0.0295,0.00926
170,44.773,0.19737,-1.64539,-5.13117,0.01814,-0.02955,0.00921
170,44.774,0.19359,-1.64551,-5.12141,0.01799,-0.02932,0.00925
170,44.775,0.1914,-1.65449,-5.11725,0.01778,-0.02908,0.00921
170,44.776,0.2131,-1.64031,-5.11396,0.01793,-0.02932,0.00926
170,44.777,0.2048,-1.64004,-5.1103,0.018,-0.02901,0.00927
170,44.778,0.21045,-1.64891,-5.09905,0.0176,-0.02899,0.00914
170,44.779,0.21979,-1.63279,-5.09888,0.01795,-0.02901,0.0092
170,44.78,0.23748,-1.61806,-5.0821,0.01807,-0.02901,0.00914
170,44.781,0.22904,-1.61897,-5.07336,0.01787,-0.02858,0.0093
170,44.782,0.23101,-1.61374,-5.07411,0.01796,-0.0286,0.00929
170,44.783,0.23309,-1.61529,-5.05969,0.01782,-0.02844,0.00911
170,44.784,0.23844,-1.61633,-5.0666,0.01766,-0.02841,0.00922
170,44.785,0.23856,-1.60821,-5.05655,0.01781,-0.02804,0.00918
170,44.786,0.24513,-1.60293,-5.03615,0.0178,-0.02803,0.0093
170,44.787,0.24923,-1.59634,-5.03551,0.01788,-0.02808,0.00918
170,44.788,0.25622,-1.59622,-5.02277,0.0177,-0.02808,0.00914
170,44.789,0.25535,-1.58566,-5.01751,0.01772,-0.02797,0.0091
170,44.79,0.26347,-1.5899,-5.00407,0.01758,-0.02787,0.00908
170,44.791,0.26956,-1.59866,-4.9982,0.01729,-0.02762,0.00926
170,44.792,0.27257,-1.58853,-4.99858,0.01746,-0.02761,0.00913
170,44.793,0.26983,-1.57729,-4.97945,0.01755,-0.02747,0.00928
170,44.794,0.27988,-1.57756,-4.97729,0.01754,-0.0276,0.00896
170,44.795,0.28604,-1.58692,-4.96486,0.01723,-0.02748,0.00911
170,44.796,0.2772,-1.5619,-4.95597,0.01748,-0.02719,0.00916
170,44.797,0.28979,-1.56706,-4.94797,0.01735,-0.02741,0.00892
170,44.798,0.28842,-1.56305,-4.94174,0.01748,-0.02706,0.00906
170,44.799,0.28512,-1.55672,-4.93559,0.01732,-0.02712,0.00909
170,44.8,0.29606,-1.56338,-4.93053,0.01727,-0.02711,0.00894
170,44.801,0.31423,-1.56673,-4.92422,0.01716,-0.02715,0.00898
170,44.802,0.308,-1.56346,-4.9133,0.01704,-0.0269,0.00897
170,44.803,0.2975,-1.56298,-4.91306,0.01704,-0.02688,0.00902
170,44.804,0.29211,-1.551,-4.90105,0.01713,-0.02668,0.00893
170,44.805,0.28897,-1.553,-4.899,0.01694,-0.02644,0.00904
170,44.806,0.3013,-1.55088,-4.90321,0.01726,-0.02675,0.00902
170,44.807,0.28734,-1.55297,-4.8967,0.01696,-0.02641,0.00902
170,44.808,0.29638,-1.55138,-4.89804,0.01706,-0.02662,0.00897
170,44.809,0.30104,-1.55533,-4.88725,0.017,-0.02666,0.00895
170,44.81,0.28831,-1.53917,-4.88589,0.01729,-0.02624,0.00898
170,44.811,0.30253,-1.54518,-4.88108,0.01705,-0.02667,0.00898
170,44.812,0.30078,-1.53883,-4.87726,0.01719,-0.02653,0.00894
170,44.813,0.29161,-1.53568,-4.88151,0.01706,-0.02619,0.00891
170,44.814,0.29824,-1.53183,-4.87838,0.01728,-0.0265,0.00904
170,44.815,0.29764,-1.54189,-4.87302,0.01701,-0.02624,0.00885
170,44.816,0.29229,-1.53718,-4.85926,0.01707,-0.02623,0.0088
170,44.817,0.29133,-1.53469,-4.85721,0.01714,-0.02625,0.0088
170,44.818,0.2947,-1.53434,-4.85081,0.01708,-0.02617,0.00897
170,44.819,0.28972,-1.54286,-4.84326,0.01698,-0.0261,0.00887
170,44.82,0.28803,-1.53345,-4.84312,0.01692,-0.02614,0.00896
170,44.821,0.28952,-1.518,-4.84067,0.01728,-0.02626,0.00879
170,44.822,0.28273,-1.52966,-4.83824,0.01695,-0.0259,0.00899
170,44.823,0.27973,-1.53462,-4.82866,0.01699,-0.02588,0.00894
170,44.824,0.28627,-1.54118,-4.82496,0.0169,-0.02585,0.00897
170,44.825,0.28843,-1.52714,-4.80995,0.01699,-0.026,0.00894
170,44.826,0.28929,-1.53486,-4.80646,0.01686,-0.02604,0.00883
170,44.827,0.28542,-1.53377,-4.79582,0.01675,-0.02594,0.00884
170,44.828,0.27533,-1.53079,-4.79633,0.01689,-0.02567,0.00886
170,44.829,0.2693,-1.52958,-4.79222,0.0168,-0.02564,0.00881
170,44.83,0.28098,-1.52607,-4.77257,0.01681,-0.02582,0.0089
170,44.831,0.27159,-1.52491,-4.76815,0.01678,-0.02554,0.00879
170,44.832,0.27754,-1.52228,-4.75306,0.01675,-0.02573,0.0089
170,44.833,0.2759,-1.5204,-4.75171,0.01655,-0.02568,0.00861
170,44.834,0.27941,-1.5144,-4.7405,0.0167,-0.0258,0.00868
170,44.835,0.26215,-1.51532,-4.72057,0.0164,-0.0255,0.00874
170,44.836,0.26916,-1.50283,-4.71358,0.01651,-0.02543,0.00881
170,44.837,0.25721,-1.49152,-4.7025,0.01665,-0.02528,0.00875
170,44.838,0.25726,-1.4822,-4.69494,0.01667,-0.0252,0.00877
170,44.839,0.24305,-1.49146,-4.68974,0.01643,-0.02508,0.00877
170,44.84,0.24867,-1.47508,-4.67043,0.01643,-0.02499,0.00874
170,44.841,0.24649,-1.4735,-4.64771,0.0163,-0.02493,0.00859
170,44.842,0.24585,-1.47406,-4.63147,0.01612,-0.02493,0.00856
170,44.843,0.24293,-1.45597,-4.61899,0.01636,-0.02484,0.00847
170,44.844,0.24064,-1.4602,-4.60216,0.01602,-0.02474,0.00844
170,44.845,0.23615,-1.4464,-4.59065,0.01604,-0.0248,0.00856
170,44.846,0.22961,-1.44168,-4.55936,0.01579,-0.02458,0.0084
170,44.847,0.22186,-1.43941,-4.53696,0.0158,-0.02427,0.00839
170,44.848,0.21781,-1.42538,-4.52297,0.01568,-0.02411,0.00824
170,44.849,0.20648,-1.41905,-4.49655,0.01553,-0.02401,0.00825
170,44.85,0.21452,-1.39807,-4.46503,0.01554,-0.02418,0.00812
170,44.851,0.2,-1.38612,-4.44342,0.0155,-0.02388,0.00798
170,44.852,0.19997,-1.37179,-4.41986,0.01562,-0.02381,0.00807
170,44.853,0.20278,-1.37384,-4.39673,0.01526,-0.02376,0.00804
170,44.854,0.18486,-1.36505,-4.37485,0.01517,-0.02357,0.00784
170,44.855,0.18077,-1.34712,-4.33181,0.01487,-0.02344,0.00782
170,44.856,0.17862,-1.34028,-4.30504,0.0147,-0.02318,0.00789
170,44.857,0.17238,-1.33118,-4.27954,0.01445,-0.02308,0.00774
170,44.858,0.17909,-1.31997,-4.25325,0.01452,-0.02299,0.00755
170,44.859,0.17061,-1.30491,-4.22295,0.01423,-0.02294,0.00757
170,44.86,0.15831,-1.27617,-4.17269,0.01416,-0.02246,0.00739
170,44.861,0.14833,-1.25421,-4.13658,0.01417,-0.02215,0.00728
170,44.862,0.15158,-1.25561,-4.10724,0.01386,-0.02201,0.00726
170,44.863,0.15435,-1.23321,-4.07989,0.01375,-0.02217,0.00732
170,44.864,0.14967,-1.21664,-4.05376,0.01375,-0.02189,0.00723
170,44.865,0.14144,-1.1896,-3.99086,0.01366,-0.0216,0.00706
170,44.866,0.13363,-1.1655,-3.96196,0.0136,-0.02146,0.00701
170,44.867,0.14154,-1.14947,-3.92576,0.0135,-0.02144,0.00686
170,44.868,0.12384,-1.14265,-3.90264,0.01311,-0.02111,0.00655
170,44.869,0.11525,-1.1187,-3.8761,0.0134,-0.02089,0.00652
170,44.87,0.10889,-1.09718,-3.83765,0.01323,-0.02069,0.00652
170,44.871,0.10657,-1.08995,-3.77678,0.01257,-0.02049,0.00614
170,44.872,0.1004,-1.06816,-3.74518,0.01265,-0.02023,0.00612
170,44.873,0.09128,-1.06017,-3.71701,0.01236,-0.01997,0.00611
170,44.874,0.08515,-1.04121,-3.68536,0.01247,-0.01964,0.00608
170,44.875,0.08067,-1.01407,-3.61718,0.01226,-0.01956,0.00584
170,44.876,0.07835,-1.00909,-3.59904,0.01181,-0.0195,0.0059
170,44.877,0.06949,-0.99083,-3.55498,0.01186,-0.01898,0.00577
170,44.878,0.05745,-0.98334,-3.53329,0.0117,-0.01876,0.00566
170,44.879,0.06186,-0.97572,-3.49168,0.01138,-0.01874,0.0055
170,44.88,0.06234,-0.94061,-3.42009,0.01102,-0.01847,0.00561
170,44.881,0.05996,-0.92128,-3.38723,0.01113,-0.01841,0.00539
170,44.882,0.05707,-0.90843,-3.35658,0.01103,-0.01816,0.00514
170,44.883,0.04864,-0.89998,-3.32538,0.0107,-0.01804,0.00507
170,44.884,0.04384,-0.89144,-3.2995,0.01076,-0.01788,0.00516
170,44.885,0.03717,-0.86213,-3.23136,0.01043,-0.01737,0.0051
170,44.886,0.02755,-0.84743,-3.19928,0.01027,-0.0172,0.0049
170,44.887,0.02874,-0.8329,-3.16621,0.01032,-0.01719,0.00502
170,44.888,0.01579,-0.81809,-3.12975,0.01015,-0.0168,0.00481
170,44.889,0.01372,-0.80504,-3.09575,0.01008,-0.01657,0.00469
170,44.89,0.01449,-0.77298,-3.02325,0.00983,-0.01636,0.00448
170,44.891,0.01536,-0.75892,-2.9705,0.00936,-0.01635,0.00454
170,44.892,0.00557,-0.74439,-2.93617,0.00924,-0.01605,0.0044
170,44.893,0.01618,-0.73385,-2.89659,0.00904,-0.0162,0.00425
170,44.894,0.00446,-0.73191,-2.85748,0.00861,-0.01592,0.00414
170,44.895,-0.0077,-0.69357,-2.78236,0.0084,-0.01531,0.00405
170,44.896,0.00197,-0.67658,-2.74168,0.00819,-0.0153,0.00409
170,44.897,0.00412,-0.65785,-2.69999,0.00803,-0.01529,0.0037
170,44.898,-0.01262,-0.639,-2.66578,0.00789,-0.01488,0.00374
170,44.899,-0.01524,-0.62051,-2.61684,0.00779,-0.0146,0.00363
170,44.9,-0.01842,-0.58624,-2.54291,0.0077,-0.01432,0.00339
170,44.901,-0.01688,-0.57966,-2.50583,0.0073,-0.01404,0.00339
170,44.902,-0.02097,-0.56893,-2.46665,0.00701,-0.014,0.00323
170,44.903,-0.03104,-0.54192,-2.42237,0.00693,-0.01355,0.00327
170,44.904,-0.02953,-0.52619,-2.38313,0.00686,-0.01349,0.00299
170,44.905,-0.03812,-0.48952,-2.30106,0.00678,-0.01322,0.00284
170,44.906,-0.0317,-0.48285,-2.2657,0.00631,-0.01307,0.00294
170,44.907,-0.04621,-0.47266,-2.22512,0.00615,-0.01284,0.0027
170,44.908,-0.04938,-0.46082,-2.19318,0.00584,-0.01246,0.00248
170,44.909,-0.05016,-0.44184,-2.14265,0.00572,-0.01222,0.00263
170,44.91,-0.061,-0.40874,-2.06496,0.00546,-0.01181,0.00228
170,44.911,-0.06264,-0.39433,-2.0252,0.0053,-0.01159,0.0022
170,44.912,-0.06054,-0.37704,-1.98605,0.0052,-0.01153,0.00211
170,44.913,-0.048,-0.34649,-1.94736,0.00539,-0.01151,0.00213
170,44.914,-0.06677,-0.3379,-1.90636,0.00501,-0.0111,0.0021
170,44.915,-0.0767,-0.30834,-1.82216,0.00459,-0.01052,0.00164
170,44.916,-0.07707,-0.2818,-1.78302,0.00454,-0.01025,0.00169
170,44.917,-0.0732,-0.2662,-1.73351,0.00437,-0.01024,0.00175
170,44.918,-0.07757,-0.25505,-1.7067,0.00414,-0.00988,0.00146
170,44.919,-0.06892,-0.24816,-1.65325,0.0039,-0.0099,0.00138
170,44.92,-0.08257,-0.21726,-1.56214,0.0036,-0.00929,0.00125
170,44.921,-0.08333,-0.19764,-1.5298,0.00335,-0.00889,0.00113
170,44.922,-0.07756,-0.18829,-1.4751,0.00322,-0.00901,0.00114
170,44.923,-0.08623,-0.16921,-1.43379,0.00308,-0.00853,0.00094
170,44.924,-0.07574,-0.15511,-1.38322,0.00291,-0.00861,0.00093
170,44.925,-0.0977,-0.12548,-1.29685,0.00268,-0.00782,0.0009
170,44.926,-0.09796,-0.11651,-1.25639,0.00234,-0.00753,0.00076
170,44.927,-0.09428,-0.09413,-1.21347,0.00238,-0.00742,0.0006
170,44.928,-0.09963,-0.08521,-1.16973,0.00209,-0.00707,0.00029
170,44.929,-0.09208,-0.07235,-1.11765,0.00197,-0.00699,0.0003
170,44.93,-0.10382,-0.05068,-1.03158,0.00178,-0.00637,0.00027
170,44.931,-0.1027,-0.03876,-0.98811,0.00149,-0.0061,0.00029
170,44.932,-0.10875,-0.01725,-0.94606,0.00164,-0.00594,0.0002
170,44.933,-0.10676,-0.01367,-0.90112,0.00129,-0.00566,-0.0001
170,44.934,-0.10761,-0.00562,-0.86045,0.00135,-0.00536,0
170,44.935,-0.1031,0.01045,-0.75736,0.00063,-0.00429,0.0001
170,44.936,-0.10127,0.01988,-0.7095,0.00052,-0.00409,-0.00021
170,44.937,-0.09701,0.02945,-0.68048,0.00046,-0.00402,-0.00024
170,44.938,-0.08713,0.0273,-0.63411,0.00014,-0.00402,-0.0003
170,44.939,-0.10016,0.03546,-0.59521,0.00025,-0.00358,-0.00054
170,44.94,-0.10654,0.03501,-0.5212,0,-0.00298,-0.00031
170,44.941,-0.10194,0.04885,-0.4773,-0.00007,-0.0028,-0.00043
170,44.942,-0.10179,0.05471,-0.44031,-0.00006,-0.0027,-0.00054
170,44.943,-0.09979,0.06771,-0.4035,-0.00007,-0.00256,-0.00051
170,44.944,-0.10425,0.06553,-0.36472,-0.00025,-0.00229,-0.00061
170,44.945,-0.1024,0.07834,-0.29149,-0.0005,-0.00194,-0.00052
170,44.946,-0.11119,0.08321,-0.25849,-0.00047,-0.00152,-0.00037
170,44.947,-0.10775,0.08479,-0.22206,-0.00064,-0.00155,-0.00057
