Timestamp(us),Fx,Fy,Fz,Mx,My,Mz
92589,0.5129517912864685,0.27405643463134766,-0.8309386372566223,0.008433368988335133,0.006008695345371962,0.028564637526869774
93635,0.5196552872657776,0.26776593923568726,-0.8334815502166748,0.008349859155714512,0.005853425245732069,0.02857242524623871
94612,0.5027058720588684,0.2608298659324646,-0.8285958170890808,0.008324389345943928,0.006164807826280594,0.028610223904252052
95639,0.5118291974067688,0.2659927010536194,-0.8315169215202332,0.008309781551361084,0.0060466984286904335,0.02856433019042015
96637,0.5107649564743042,0.2650448977947235,-0.8302905559539795,0.008331597782671452,0.006023936904966831,0.028667325153946877
97563,0.5203839540481567,0.2697986364364624,-0.8323205709457397,0.008571390993893147,0.00583925936371088,0.028740379959344864
98615,0.5205952525138855,0.26427340507507324,-0.8331467509269714,0.008260594680905342,0.005938907153904438,0.028814850375056267
99813,0.5157667398452759,0.26278528571128845,-0.8260365724563599,0.0082876430824399,0.006039666477590799,0.028761038556694984
100872,0.5086734294891357,0.26896417140960693,-0.8329795002937317,0.008416036143898964,0.006194327026605606,0.028664086014032364
101595,0.5168038606643677,0.26643869280815125,-0.8312968015670776,0.008283393457531929,0.0059357499703764915,0.028804779052734375
102739,0.5182965993881226,0.2664039134979248,-0.8329206109046936,0.0081883380189538,0.005858202930539846,0.02872532047331333
103652,0.5244879722595215,0.2743816077709198,-0.8351644277572632,0.008467852137982845,0.005858078598976135,0.028506280854344368
104655,0.5225275158882141,0.27695798873901367,-0.8347281813621521,0.008490586653351784,0.005948587786406279,0.028516558930277824
105587,0.5154806971549988,0.27772101759910583,-0.8389865159988403,0.008586445823311806,0.0059809572994709015,0.028485311195254326
106618,0.5093468427658081,0.26637133955955505,-0.8330204486846924,0.00828246958553791,0.006111648865044117,0.028738992288708687
107541,0.507379412651062,0.2697661221027374,-0.834967851638794,0.0083414101973176,0.006193841807544231,0.028670044615864754
108656,0.5248667597770691,0.27609783411026,-0.8366269469261169,0.00855895783752203,0.0059346784837543964,0.028662383556365967
109629,0.5237333178520203,0.2689976990222931,-0.8277897834777832,0.008448430337011814,0.005893873516470194,0.028516964986920357
110587,0.5235377550125122,0.27732551097869873,-0.8253219723701477,0.00855496060103178,0.005798447877168655,0.02851194515824318
111593,0.509573757648468,0.273136705160141,-0.8301915526390076,0.008419365622103214,0.006101919803768396,0.028586437925696373
112575,0.5104474425315857,0.2670004069805145,-0.8299852609634399,0.008410473354160786,0.006089822389185429,0.028673971071839333
113565,0.5127382874488831,0.2770615220069885,-0.8326573967933655,0.008626041002571583,0.006010549142956734,0.028607752174139023
114539,0.5079493522644043,0.2644520103931427,-0.8372729420661926,0.008270024321973324,0.006027254741638899,0.028527965769171715
115555,0.5167116522789001,0.2727915942668915,-0.8354218006134033,0.008476903662085533,0.00581970252096653,0.028516007587313652
116548,0.5161684155464172,0.2754916250705719,-0.8322715163230896,0.008472062647342682,0.005904238671064377,0.028520885854959488
117563,0.5125623345375061,0.2715064585208893,-0.8355281949043274,0.008464720100164413,0.006017424166202545,0.02847321145236492
118540,0.5194078683853149,0.2666987478733063,-0.8324854969978333,0.008399204351007938,0.005953549407422543,0.028567614033818245
119582,0.5173536539077759,0.2607986330986023,-0.8346571326255798,0.00834695901721716,0.005888559389859438,0.028584618121385574
120520,0.5160582065582275,0.26953214406967163,-0.8373594880104065,0.008480899967253208,0.005970395635813475,0.028584463521838188
121550,0.5070882439613342,0.2697252631187439,-0.8331279158592224,0.008367964066565037,0.006129411980509758,0.028605179861187935
122519,0.513493001461029,0.2757236659526825,-0.8318593502044678,0.008497346192598343,0.006013916805386543,0.02865535020828247
123530,0.5134220123291016,0.2718999683856964,-0.8290673494338989,0.008528362959623337,0.0060286447405815125,0.028782108798623085
124520,0.5043806433677673,0.26702994108200073,-0.8339439630508423,0.008388028480112553,0.006133297458291054,0.028611591085791588
125493,0.5130519866943359,0.26980093121528625,-0.8381187915802002,0.008434857241809368,0.006009030155837536,0.028483770787715912
126510,0.5140528678894043,0.26761674880981445,-0.8273605704307556,0.00827456172555685,0.006111753638833761,0.028677327558398247
127529,0.5242685079574585,0.2678212821483612,-0.8348750472068787,0.008267606608569622,0.005814525298774242,0.02875642478466034
129879,0.5120704174041748,0.270413339138031,-0.8357299566268921,0.008457512594759464,0.006043013650923967,0.028402220457792282
130112,0.5153996348381042,0.2755938172340393,-0.8320098519325256,0.008579151704907417,0.006062563043087721,0.028652312234044075
130595,0.5195299386978149,0.27878671884536743,-0.8321401476860046,0.008576693013310432,0.005816405639052391,0.028754061087965965
131708,0.5117143392562866,0.2741936445236206,-0.8347241282463074,0.0084582744166255,0.006029914133250713,0.028536297380924225
132567,0.510665237903595,0.28522437810897827,-0.8361165523529053,0.008704452775418758,0.006151670124381781,0.028426645323634148
133591,0.5179395079612732,0.2739561200141907,-0.8342257738113403,0.0084225470200181,0.006138909142464399,0.02858920395374298
134534,0.5216972231864929,0.27457138895988464,-0.8349435329437256,0.008449927903711796,0.0059709083288908005,0.028646552935242653
135541,0.517703652381897,0.2689685821533203,-0.8303588032722473,0.008364954963326454,0.005922649521380663,0.02869565412402153
136557,0.5203914642333984,0.2699860632419586,-0.8339861035346985,0.008416625671088696,0.0058563752099871635,0.028533054515719414
137551,0.5033878087997437,0.2693813741207123,-0.8336690068244934,0.008428589440882206,0.006299530155956745,0.028582660481333733
138532,0.508552610874176,0.26515084505081177,-0.8292263746261597,0.008318349719047546,0.006094660144299269,0.02849247306585312
139534,0.5026693940162659,0.27580031752586365,-0.8367171883583069,0.008426554501056671,0.006146044936031103,0.028675243258476257
140568,0.508158802986145,0.26865479350090027,-0.8356607556343079,0.008460691198706627,0.006060139741748571,0.02864982932806015
141529,0.5149139761924744,0.2747644782066345,-0.8313905596733093,0.008472112938761711,0.005926413461565971,0.02865557372570038
142529,0.5172874927520752,0.279366672039032,-0.8348459005355835,0.008635396137833595,0.005934299901127815,0.028716960921883583
143568,0.5088557600975037,0.2623733878135681,-0.8332486152648926,0.008312283083796501,0.00613816874101758,0.028698064386844635
144530,0.5161207318305969,0.270297646522522,-0.8294735550880432,0.008456026203930378,0.005903990939259529,0.028569448739290237
145570,0.5159670114517212,0.27800309658050537,-0.8314653635025024,0.008616096340119839,0.005876962095499039,0.028560033068060875
146559,0.511352002620697,0.2710076570510864,-0.8319416642189026,0.008352621458470821,0.00597663689404726,0.028455285355448723
147455,0.5137194991111755,0.26822859048843384,-0.833415687084198,0.0084371417760849,0.006020781118422747,0.0285145565867424
148614,0.5205098986625671,0.2669343650341034,-0.8353835344314575,0.008292597718536854,0.006041384767740965,0.02866213582456112
149485,0.5178214907646179,0.26983925700187683,-0.8395834565162659,0.00836760364472866,0.0059974296018481255,0.0285276360809803
150577,0.5154171586036682,0.2738664150238037,-0.8423744440078735,0.00845695473253727,0.006119442638009787,0.028416141867637634
151469,0.5205821394920349,0.27009475231170654,-0.8329718112945557,0.008338747546076775,0.005868916399776936,0.028517363592982292
152541,0.519226610660553,0.27205002307891846,-0.8350569605827332,0.008319522254168987,0.005865394603461027,0.028610389679670334
153440,0.5092364549636841,0.2723625600337982,-0.8364262580871582,0.008284044452011585,0.006143298465758562,0.028565282002091408
154487,0.5138865113258362,0.27052125334739685,-0.833190381526947,0.008388985879719257,0.006000330206006765,0.02845156006515026
155526,0.5086599588394165,0.27166783809661865,-0.8365193009376526,0.0083954818546772,0.006132999900728464,0.028606044128537178
156565,0.515491247177124,0.26079875230789185,-0.8368881344795227,0.008187351748347282,0.005957349669188261,0.02864539995789528
157443,0.5055291652679443,0.26562735438346863,-0.8323060274124146,0.008208791725337505,0.0060999589040875435,0.02870468609035015
158465,0.5124617218971252,0.2589448094367981,-0.8310396671295166,0.008124534040689468,0.005944936070591211,0.028612324967980385
159461,0.5118537545204163,0.2740594744682312,-0.8317704200744629,0.008426198735833168,0.0060327970422804356,0.028562817722558975
160450,0.5238100290298462,0.2714909017086029,-0.8344584107398987,0.0084404107183218,0.005825408268719912,0.028534552082419395
161476,0.5145729780197144,0.26617053151130676,-0.8319908380508423,0.008329947479069233,0.006020873785018921,0.02850978448987007
162538,0.5146977305412292,0.2735104560852051,-0.8352716565132141,0.008422373794019222,0.006002114154398441,0.0285837072879076
163474,0.5122911930084229,0.26612287759780884,-0.8369733095169067,0.008339295163750648,0.0060770814307034016,0.028656505048274994
164468,0.5161091089248657,0.27055561542510986,-0.8324095010757446,0.008361279964447021,0.005926115438342094,0.0286819227039814
165443,0.5153708457946777,0.27278682589530945,-0.8318509459495544,0.008427307941019535,0.006054101511836052,0.02852540649473667
166516,0.5203725099563599,0.27314281463623047,-0.8348751068115234,0.008346772752702236,0.005901850759983063,0.028612181544303894
167458,0.5142989754676819,0.27534088492393494,-0.8325710296630859,0.008350197225809097,0.005952919367700815,0.02854142151772976
168413,0.5121018886566162,0.27341383695602417,-0.8353689908981323,0.008403177373111248,0.006093538831919432,0.028432203456759453
169421,0.5159483551979065,0.2773536741733551,-0.8353618383407593,0.008580739609897137,0.006022312678396702,0.028519481420516968
170404,0.5130475759506226,0.2818346917629242,-0.8345740437507629,0.008710617199540138,0.005942247342318296,0.02852587401866913
171364,0.5169851183891296,0.270622193813324,-0.8355163335800171,0.008432809263467789,0.005982394330203533,0.028668714687228203
172401,0.507294774055481,0.2652224004268646,-0.8347190618515015,0.008342728950083256,0.006219673436135054,0.02851760946214199
173359,0.5129547715187073,0.2622213363647461,-0.8307622075080872,0.008230977691709995,0.006101962644606829,0.028612544760107994
174371,0.5146034359931946,0.26675817370414734,-0.8373876214027405,0.008443105965852737,0.005940778646618128,0.028576496988534927
175357,0.5184909701347351,0.27109938859939575,-0.837128221988678,0.008513882756233215,0.005928846076130867,0.02843954786658287
176427,0.5142015814781189,0.2706355154514313,-0.8313556909561157,0.008327212184667587,0.0060835713520646095,0.02855413407087326
177416,0.5138166546821594,0.27459242939949036,-0.8354562520980835,0.008473120629787445,0.006046364549547434,0.028457505628466606
178432,0.5229202508926392,0.27601686120033264,-0.8326959609985352,0.008416213095188141,0.005793905816972256,0.028554469347000122
179439,0.5117995738983154,0.27918848395347595,-0.8284288644790649,0.00856543704867363,0.0060312747955322266,0.02858099341392517
180376,0.5128984451293945,0.27566301822662354,-0.8375905156135559,0.008509901352226734,0.006073271855711937,0.028552144765853882
181357,0.5180423855781555,0.280547171831131,-0.8345158100128174,0.008539397269487381,0.005961791146546602,0.02869858220219612
182395,0.5071960687637329,0.275603324174881,-0.8360956907272339,0.008527924306690693,0.006014406215399504,0.02864031121134758
183368,0.509681224822998,0.27045154571533203,-0.8342956900596619,0.008494296111166477,0.005975772626698017,0.028656790032982826
184359,0.5139740109443665,0.2688204348087311,-0.8352453112602234,0.008470750413835049,0.005989055149257183,0.028552766889333725
185368,0.5227814316749573,0.2677037715911865,-0.8310873508453369,0.008338352665305138,0.005765587091445923,0.028504250571131706
186378,0.5109982490539551,0.26835522055625916,-0.8346092700958252,0.008288748562335968,0.006039501633495092,0.028714781627058983
187417,0.5061317682266235,0.26870059967041016,-0.8323743343353271,0.008293228223919868,0.0061340914107859135,0.028791675344109535
188440,0.5104202032089233,0.27021390199661255,-0.837277889251709,0.008344572968780994,0.006085814908146858,0.02846919372677803
189396,0.5134167075157166,0.26667460799217224,-0.835300862789154,0.00828312523663044,0.006071500945836306,0.028458325192332268
190405,0.5125094056129456,0.27492639422416687,-0.8343104720115662,0.008402669802308083,0.006103044841438532,0.028482278808951378
191403,0.5107678174972534,0.27707159519195557,-0.8303431868553162,0.008431254886090755,0.005963793955743313,0.02847358025610447
192442,0.5231930017471313,0.2784704267978668,-0.8299857378005981,0.008490880951285362,0.005916171241551638,0.02857389487326145
193379,0.5235955119132996,0.2732175588607788,-0.8367695808410645,0.008554728701710701,0.0059119462966918945,0.028520140796899796
194422,0.5183653235435486,0.26981866359710693,-0.8344533443450928,0.008497003465890884,0.0059537156485021114,0.02854412980377674
195422,0.5082153677940369,0.27095648646354675,-0.8308315873146057,0.008402875624597073,0.006101503502577543,0.028408842161297798
196408,0.515525221824646,0.28071609139442444,-0.8343246579170227,0.008604370057582855,0.005890345200896263,0.028686512261629105
197432,0.5161426067352295,0.27692145109176636,-0.8384255170822144,0.00860049482434988,0.005914960987865925,0.028543265536427498
198358,0.5137523412704468,0.2785561680793762,-0.8359892964363098,0.00857636146247387,0.005969373509287834,0.028581663966178894
199369,0.5141510367393494,0.28032174706459045,-0.8319994807243347,0.008602313697338104,0.005964072421193123,0.02849862538278103
200359,0.5228631496429443,0.274774432182312,-0.8305001854896545,0.008468926884233952,0.005897538736462593,0.028470981866121292
201371,0.5119773745536804,0.2713765501976013,-0.832563042640686,0.008410431444644928,0.006073870696127415,0.028704937547445297
202418,0.5062532424926758,0.27435436844825745,-0.8329418301582336,0.00843005534261465,0.0060835895128548145,0.028396066278219223
203358,0.5148910284042358,0.2709316313266754,-0.8301846385002136,0.008315445855259895,0.005953153129667044,0.02839949168264866
204483,0.51369309425354,0.27285441756248474,-0.8328719735145569,0.008459910750389099,0.006075382232666016,0.02859479933977127
205442,0.5177570581436157,0.27254945039749146,-0.833175539970398,0.00844001304358244,0.006050178315490484,0.02865239791572094
206363,0.5163013935089111,0.2677617073059082,-0.833865761756897,0.008284609764814377,0.006016061175614595,0.028587548062205315
207351,0.5226927995681763,0.2756359875202179,-0.8338391780853271,0.008532444946467876,0.00579765485599637,0.028732094913721085
208395,0.5105895400047302,0.2742859125137329,-0.8308252692222595,0.008459221571683884,0.006137510295957327,0.02865017205476761
209410,0.5128674507141113,0.2705047130584717,-0.835006058216095,0.008387785404920578,0.006002568639814854,0.02865997701883316
210422,0.516925036907196,0.277280330657959,-0.8376104235649109,0.008431312628090382,0.00595647469162941,0.028482837602496147
211398,0.5035537481307983,0.27195051312446594,-0.8387795686721802,0.008336374536156654,0.006112178321927786,0.02844955585896969
212393,0.5003286600112915,0.27371734380722046,-0.8332494497299194,0.008476117625832558,0.006219031754881144,0.02830609120428562
214325,0.5108134746551514,0.2731753885746002,-0.8395816087722778,0.008589106611907482,0.006081733852624893,0.02845720946788788
215463,0.5122603178024292,0.27408403158187866,-0.8357581496238708,0.008546564728021622,0.006118777673691511,0.0285488348454237
215477,0.5155103802680969,0.27821093797683716,-0.832723081111908,0.008648517541587353,0.005896971095353365,0.02862856350839138
216410,0.5225149989128113,0.28230464458465576,-0.8306503295898438,0.008639986626803875,0.005817064084112644,0.028412388637661934
217390,0.5153175592422485,0.26605135202407837,-0.8347009420394897,0.00834968313574791,0.006033864337950945,0.028474858030676842
219340,0.5150119066238403,0.26330268383026123,-0.8312950730323792,0.008208130486309528,0.006146556232124567,0.028656436130404472
220308,0.5111530423164368,0.26033177971839905,-0.8312339782714844,0.008228236809372902,0.006074720527976751,0.02861545793712139
221382,0.5219103693962097,0.2686099112033844,-0.8293536305427551,0.008345378562808037,0.005828745663166046,0.02865571901202202
222416,0.5154587030410767,0.26767128705978394,-0.8260777592658997,0.008330010809004307,0.0060250479727983475,0.028710851445794106
223364,0.5184943079948425,0.2596909999847412,-0.8319252729415894,0.008266465738415718,0.005883028730750084,0.028642214834690094
224346,0.5096790194511414,0.27115046977996826,-0.8358103036880493,0.008449448272585869,0.006033077836036682,0.028645159676671028
225337,0.510776937007904,0.2727047801017761,-0.838904857635498,0.008449765853583813,0.006046754773706198,0.028704652562737465
226287,0.5167086124420166,0.27190232276916504,-0.8358715176582336,0.008524950593709946,0.005923367105424404,0.028548451140522957
227275,0.5022525191307068,0.27425724267959595,-0.830278217792511,0.008478770032525063,0.006205625832080841,0.028432831168174744
228292,0.5067083835601807,0.2649698555469513,-0.8318144083023071,0.00831865705549717,0.006183264777064323,0.02849164791405201
229280,0.5169944763183594,0.26878002285957336,-0.8368813395500183,0.008477293886244297,0.00595647469162941,0.028439125046133995
230291,0.5125936269760132,0.2613922953605652,-0.836126446723938,0.008223365060985088,0.005978925619274378,0.028748270124197006
231261,0.5107075572013855,0.2662810683250427,-0.8320879936218262,0.00842098705470562,0.006027938332408667,0.028708210214972496
232301,0.5179073810577393,0.2672919034957886,-0.8339499235153198,0.00822465680539608,0.0058403960429131985,0.028656618669629097
233276,0.5188539028167725,0.2679492235183716,-0.8308899402618408,0.00845182966440916,0.0060310084372758865,0.028434842824935913
234337,0.5190978646278381,0.2725527584552765,-0.8318215012550354,0.008485555648803711,0.006021231412887573,0.028577174991369247
235384,0.520065426826477,0.27088767290115356,-0.8326718211174011,0.008342337794601917,0.00602251011878252,0.028545580804347992
236284,0.5095254182815552,0.26451894640922546,-0.8357504606246948,0.008239912800490856,0.005976228043437004,0.028567912057042122
237238,0.5134319067001343,0.28373056650161743,-0.8320139050483704,0.008573796600103378,0.005947719793766737,0.028563834726810455
238243,0.5109387040138245,0.27911293506622314,-0.8301342129707336,0.00858055055141449,0.005999731365591288,0.02844635210931301
239301,0.5151981115341187,0.27584215998649597,-0.8335996866226196,0.008541597984731197,0.0060100918635725975,0.02860545739531517
240286,0.518568754196167,0.2809145450592041,-0.8388248682022095,0.008636395446956158,0.005903745535761118,0.02857239544391632
241279,0.5047019124031067,0.27280446887016296,-0.8345803022384644,0.008475479669868946,0.006115643307566643,0.028478343039751053
242247,0.5127997398376465,0.2682790756225586,-0.8308555483818054,0.0083679324015975,0.005985810421407223,0.028452284634113312
243323,0.5115190744400024,0.27412083745002747,-0.831627368927002,0.008485447615385056,0.006020077504217625,0.028565948829054832
244256,0.5023922324180603,0.2635079324245453,-0.8323901891708374,0.008183612488210201,0.0061911786906421185,0.028560703620314598
245267,0.5047963261604309,0.274043470621109,-0.8349566459655762,0.008390740491449833,0.006081343162804842,0.028534000739455223
246247,0.5199717879295349,0.26509204506874084,-0.832453191280365,0.008232394233345985,0.005848019849509001,0.028458593413233757
247227,0.5110127925872803,0.27545323967933655,-0.8302556872367859,0.008478048257529736,0.0060580335557460785,0.028484364971518517
248240,0.5132926106452942,0.2751690745353699,-0.8319064974784851,0.008427375927567482,0.006051341071724892,0.02867722325026989
249231,0.5089541077613831,0.2699664235115051,-0.8373470306396484,0.0084042027592659,0.00602309312671423,0.028647074475884438
250255,0.5054356455802917,0.2788710296154022,-0.8339856266975403,0.008595584891736507,0.006151699461042881,0.028641559183597565
251247,0.5076867938041687,0.2683216333389282,-0.8307594656944275,0.00836437288671732,0.006139800883829594,0.028522443026304245
252201,0.5086804032325745,0.2734359800815582,-0.8321410417556763,0.008440017700195312,0.006085021886974573,0.028483154252171516
253228,0.5156199336051941,0.2736472487449646,-0.8341693878173828,0.008465057238936424,0.006089900154620409,0.028655141592025757
254225,0.517126202583313,0.27534905076026917,-0.8351479172706604,0.00841468758881092,0.0059903948567807674,0.02879398502409458
255228,0.5233514308929443,0.2652798593044281,-0.8303133845329285,0.008207668550312519,0.005962876603007317,0.028643343597650528
256197,0.5294402837753296,0.2663167715072632,-0.831911563873291,0.008272816427052021,0.005789187271147966,0.028558142483234406
257228,0.5189483165740967,0.2686917781829834,-0.8340984582901001,0.00845913216471672,0.0058516873978078365,0.028396109119057655
258214,0.5245817303657532,0.2732628583908081,-0.8343126177787781,0.008426819927990437,0.005787803791463375,0.02854163572192192
259207,0.522617757320404,0.27085819840431213,-0.8381813764572144,0.008400440216064453,0.005858920514583588,0.028571102768182755
260231,0.5125682950019836,0.2696743607521057,-0.8337669968605042,0.008404698222875595,0.005885155871510506,0.028674332424998283
261257,0.516099750995636,0.27974843978881836,-0.8356522917747498,0.008522983640432358,0.0058668144047260284,0.028739774599671364
262278,0.5186832547187805,0.2742621898651123,-0.8417574763298035,0.008413095027208328,0.0058561209589242935,0.028523029759526253
263274,0.5269530415534973,0.2717248797416687,-0.8359162211418152,0.008335304446518421,0.005768273025751114,0.02861154079437256
264249,0.5211520791053772,0.27143624424934387,-0.8316022157669067,0.008466526865959167,0.005865499377250671,0.028754420578479767
265271,0.5265883207321167,0.26809296011924744,-0.8323826789855957,0.008253545500338078,0.005636727903038263,0.028587840497493744
266256,0.5239390730857849,0.2734070420265198,-0.8395037651062012,0.00841990765184164,0.005812881048768759,0.02845132164657116
267270,0.5173444151878357,0.275105357170105,-0.8301982283592224,0.008402882143855095,0.0060007451102137566,0.02855922095477581
268250,0.50970858335495,0.26715394854545593,-0.8286476135253906,0.008404629305005074,0.006090513430535793,0.028583694249391556
269237,0.5080714821815491,0.2705301344394684,-0.836500346660614,0.008429406210780144,0.0060619753785431385,0.02860434167087078
270197,0.5208325982093811,0.27992841601371765,-0.8363738656044006,0.008544259704649448,0.005841424688696861,0.028562530875205994
271259,0.5115374326705933,0.27448177337646484,-0.8391849994659424,0.008585005067288876,0.0060239327140152454,0.02848249115049839
272231,0.5119409561157227,0.28154340386390686,-0.8350149393081665,0.008651986718177795,0.006027691997587681,0.028628969565033913
273244,0.5061870217323303,0.27408456802368164,-0.833217978477478,0.00847331527620554,0.0060874721966683865,0.028520481660962105
274261,0.5117813348770142,0.2728569507598877,-0.835159420967102,0.008416365832090378,0.006112122908234596,0.02858295850455761
275304,0.5101298689842224,0.27641862630844116,-0.8382887244224548,0.008448053151369095,0.006140689365565777,0.028617922216653824
276227,0.5160438418388367,0.2656046748161316,-0.8364405632019043,0.008325650356709957,0.006035554688423872,0.028416119515895844
277314,0.5165988206863403,0.27676042914390564,-0.8335245251655579,0.00854398775845766,0.0059998780488967896,0.028413891792297363
278196,0.5162009596824646,0.2800813317298889,-0.8341197371482849,0.008614174090325832,0.006020573899149895,0.02856166660785675
279232,0.520200788974762,0.27013492584228516,-0.8324568867683411,0.008389762602746487,0.005988728255033493,0.028633691370487213
280227,0.5223946571350098,0.2723059058189392,-0.8350882530212402,0.008501565083861351,0.005827535409480333,0.028651906177401543
281251,0.5185681581497192,0.2720579504966736,-0.8343544006347656,0.008373473770916462,0.0059232693165540695,0.02857784740626812
282324,0.5140817761421204,0.27530938386917114,-0.8313485383987427,0.008474662899971008,0.006152001675218344,0.028676031157374382
283314,0.5160240530967712,0.2788625657558441,-0.8324373960494995,0.008492061868309975,0.006012813188135624,0.02875114232301712
284227,0.520983874797821,0.27597537636756897,-0.8349537253379822,0.008442677557468414,0.005954143591225147,0.028639299795031548
285232,0.5165011286735535,0.2782655656337738,-0.837555468082428,0.008545918390154839,0.00592394033446908,0.028600525110960007
286246,0.5207593441009521,0.26806342601776123,-0.8350677490234375,0.008328435011208057,0.005885103717446327,0.0286649651825428
287225,0.5179953575134277,0.2690207362174988,-0.8350078463554382,0.008365337736904621,0.006021181121468544,0.028783001005649567
288194,0.5158435106277466,0.2754649817943573,-0.8350605368614197,0.00853453204035759,0.005946218501776457,0.028745166957378387
289225,0.508953332901001,0.26679134368896484,-0.8347570300102234,0.00828180368989706,0.006075676530599594,0.02873920276761055
290176,0.5050478577613831,0.27356451749801636,-0.8329063057899475,0.008419133722782135,0.0060709575191140175,0.02865685150027275
291142,0.516179621219635,0.265499085187912,-0.8309797048568726,0.008304690010845661,0.006017778534442186,0.02836497686803341
292170,0.5239462852478027,0.2657923996448517,-0.8332445025444031,0.008340157568454742,0.005822992883622646,0.02859468385577202
293142,0.514862596988678,0.2747180461883545,-0.83645099401474,0.008624034933745861,0.005970239173620939,0.028516490012407303
294151,0.5210430026054382,0.2819875180721283,-0.8346795439720154,0.008706877939403057,0.005806942470371723,0.02870435267686844
295151,0.5107461214065552,0.27725449204444885,-0.8369506597518921,0.008463962934911251,0.005953828804194927,0.028587620705366135
296153,0.5278647541999817,0.276458203792572,-0.8314259052276611,0.008489543572068214,0.005809663329273462,0.028563473373651505
297140,0.5171272158622742,0.2719149589538574,-0.8314232230186462,0.008378376252949238,0.005871457979083061,0.028399331495165825
298157,0.5223982930183411,0.26513907313346863,-0.8352330327033997,0.008258740417659283,0.005788084119558334,0.028461769223213196
299142,0.5048013925552368,0.2703043222427368,-0.8365336060523987,0.008399410173296928,0.006053028628230095,0.02841576747596264
300159,0.5078012347221375,0.2727203667163849,-0.8348926901817322,0.008551819249987602,0.00609153788536787,0.028557952493429184
301180,0.5097309350967407,0.2731795310974121,-0.8309357166290283,0.008403463289141655,0.0060080173425376415,0.028646014630794525
302140,0.508362889289856,0.2711143493652344,-0.8328952789306641,0.008396095596253872,0.005971009377390146,0.02868601121008396
303116,0.5082601308822632,0.2679727375507355,-0.831263542175293,0.008324818685650826,0.006080037448555231,0.028581421822309494
304112,0.5174471735954285,0.2628330886363983,-0.8343148827552795,0.008251875638961792,0.005883426871150732,0.028681179508566856
305117,0.5147610306739807,0.268026202917099,-0.8372251987457275,0.00833271723240614,0.006075568962842226,0.028584973886609077
306111,0.5098538398742676,0.27215152978897095,-0.8348186016082764,0.008540526032447815,0.006072684191167355,0.028617646545171738
307138,0.5126886367797852,0.2650316655635834,-0.8387317657470703,0.008347428403794765,0.00597853260114789,0.028648151084780693
