Timestamp(ns),Fx,Fy,Fz,Mx,My,Mz
75603400,0.5634458065032959,0.40225210785865784,-0.8476085662841797,0.010700751096010208,0.005419467110186815,0.028468765318393707
76591000,0.565235435962677,0.39538300037384033,-0.8456364274024963,0.010410487651824951,0.005348081234842539,0.028466295450925827
77596700,0.5697287917137146,0.4030073285102844,-0.8453817963600159,0.010623757727444172,0.005332466214895248,0.0285104401409626
78531000,0.5718939304351807,0.3939516544342041,-0.8404255509376526,0.010595884174108505,0.0053429375402629375,0.028527043759822845
79489800,0.5682013630867004,0.3924480974674225,-0.8420833945274353,0.010394482873380184,0.0055201491340994835,0.028689805418252945
80531600,0.5670451521873474,0.3986532986164093,-0.8450216054916382,0.010662121698260307,0.005371341947466135,0.02862510085105896
81670900,0.5698319673538208,0.40231072902679443,-0.8455843925476074,0.0107365557923913,0.005388012621551752,0.028537727892398834
82535600,0.5679317712783813,0.3998074233531952,-0.8429681658744812,0.010704372078180313,0.00547685706987977,0.02866283617913723
83572000,0.576370120048523,0.38800710439682007,-0.8460985422134399,0.010357012040913105,0.0052658929489552975,0.02841109409928322
84487900,0.5745658874511719,0.3941488265991211,-0.8427902460098267,0.010679326951503754,0.005324758589267731,0.0284668430685997
85463900,0.5750965476036072,0.39366886019706726,-0.8414168357849121,0.010690402239561081,0.005305267404764891,0.028553778305649757
86606100,0.5723942518234253,0.3851766288280487,-0.8408569693565369,0.010416042059659958,0.005299914628267288,0.028664859011769295
87503700,0.5665017366409302,0.40353554487228394,-0.8428710103034973,0.010701630264520645,0.005450515076518059,0.02849510870873928
88548600,0.5717421174049377,0.40133047103881836,-0.8432567715644836,0.010565114207565784,0.0054762414656579494,0.028558440506458282
89474400,0.5778844356536865,0.4023773670196533,-0.8464950323104858,0.010685058310627937,0.005294533912092447,0.028502866625785828
90476700,0.5773983001708984,0.3968368172645569,-0.8462050557136536,0.010609515942633152,0.005231583025306463,0.028452781960368156
91459500,0.575856626033783,0.3979175388813019,-0.8434064984321594,0.01061487477272749,0.005171635188162327,0.02843351662158966
92478500,0.5721068978309631,0.39401137828826904,-0.845809280872345,0.010560713708400726,0.005216922610998154,0.028517048805952072
93459300,0.5703957080841064,0.39508429169654846,-0.8464055061340332,0.010515151545405388,0.005381995812058449,0.02839229255914688
