Timestamp(ns),Fx,Fy,Fz,Mx,My,Mz,与前一帧相差ns,与前一帧相差us
1893977500,0.534597337,0.341232687,-0.833997667,0.009607022,0.005796693,0.028864987,,
1894970700,0.540752947,0.344629616,-0.838735938,0.009843539,0.005601165,0.028953942,,
1896057400,0.548417747,0.353078544,-0.83232671,0.009929259,0.005434323,0.028744785,,
1896928400,0.542587698,0.350054264,-0.835822284,0.009802678,0.005643758,0.028977325,,
1897955600,0.538447499,0.34139511,-0.830592394,0.00976247,0.005569299,0.028965976,,
1898966700,0.549250603,0.347505599,-0.837365091,0.009758921,0.00553961,0.028797409,,
1899934400,0.546206594,0.354555368,-0.836847544,0.00994697,0.005558482,0.028924186,,
1900917900,0.537138343,0.349989444,-0.828579545,0.009946235,0.005692419,0.028884059,,
1902049700,0.543446124,0.345477521,-0.832010567,0.009829905,0.005636582,0.029023672,,
1903021100,0.539953411,0.344495207,-0.829970539,0.00962932,0.005722949,0.028859247,,
1903976500,0.54120779,0.349922448,-0.834526658,0.009743848,0.005670116,0.028968927,,
1904973300,0.538647711,0.34650141,-0.828688681,0.009761292,0.005800473,0.029030379,,
1905938900,0.539869368,0.339402795,-0.836360574,0.009613698,0.005811966,0.029023727,,
1906927300,0.54898566,0.339463115,-0.836184025,0.009670273,0.005578144,0.028942311,,
1907915600,0.539003849,0.346791238,-0.837033391,0.009856412,0.005620692,0.028882118,,
1908956600,0.543112159,0.347145021,-0.837349355,0.009803542,0.005610272,0.0288886,,
1909862800,0.545104027,0.346267611,-0.834618926,0.009805668,0.005652605,0.029035427,,
1910894200,0.543194592,0.351080924,-0.837031066,0.009933165,0.00555745,0.028909979,,
1911873000,0.545180023,0.341789842,-0.834869921,0.009623323,0.005552596,0.028837984,,
1912922200,0.54124999,0.343160868,-0.839209855,0.009796006,0.005568855,0.0288493,,
1913886000,0.542419076,0.342597097,-0.837261021,0.009768759,0.005511489,0.028788205,,
1914877000,0.548238695,0.348594725,-0.831749141,0.009830746,0.005473242,0.028893914,,
1915837200,0.541925371,0.354041129,-0.831040859,0.009953433,0.005621443,0.028839961,,
1916837500,0.547704816,0.340261757,-0.834800065,0.009709451,0.005557201,0.028873203,,
1917925500,0.537212193,0.3401559,-0.835805058,0.009715489,0.005721322,0.028851809,,
1918913400,0.543367207,0.335883796,-0.832319677,0.009508463,0.005628774,0.028956152,,
1919867900,0.541126311,0.342156082,-0.832065344,0.009664192,0.005715006,0.028937597,,
1920968600,0.544395983,0.340191811,-0.833835721,0.009692401,0.005545397,0.028948219,,
1921910600,0.546252906,0.349899918,-0.835178852,0.009864505,0.00562881,0.028953627,,
1922987500,0.537234724,0.355810702,-0.835794151,0.009915408,0.005656819,0.029024342,,
1923912100,0.542478621,0.350051343,-0.836974263,0.009767501,0.005570608,0.028900644,,
1924848700,0.545471311,0.347394586,-0.834281802,0.009733838,0.005664676,0.028675692,,
1925941200,0.55493325,0.349156618,-0.834500313,0.009895233,0.005495771,0.028768877,,
1926981300,0.548694313,0.353102922,-0.833173931,0.00993627,0.005592104,0.028809205,,
1928002300,0.542932451,0.359291375,-0.833216727,0.010028912,0.00569253,0.028859431,,
1928870500,0.530132711,0.34865135,-0.838311076,0.009831509,0.005832577,0.028732281,,
1929996200,0.536760867,0.337468773,-0.837465823,0.009583134,0.00569651,0.028863698,,
1930931800,0.545240104,0.348989218,-0.835854173,0.009894472,0.005565322,0.028849429,,
1931827900,0.546237946,0.335719347,-0.836337924,0.009646813,0.00565621,0.028886722,,
1933030500,0.543213964,0.347820193,-0.834709346,0.009871199,0.005616854,0.028818367,,
1933845400,0.548664927,0.343973815,-0.829690397,0.009782054,0.005524486,0.028918834,,
1934839500,0.548404038,0.345481038,-0.829796672,0.009848341,0.005532166,0.028978219,,
1935881700,0.541796982,0.3541798,-0.833997369,0.009979476,0.005697356,0.028928449,,
1936871800,0.546607375,0.348283082,-0.836919546,0.009855594,0.005681536,0.028928677,,
1937843000,0.537257791,0.356227487,-0.835777819,0.010050346,0.005856845,0.028807292,,
1938898800,0.534766316,0.346997082,-0.83076328,0.009787311,0.005804909,0.028860621,,
1939836400,0.537925124,0.350276858,-0.830299675,0.009816207,0.00564162,0.028885048,,
1940851700,0.545101464,0.335962981,-0.832047999,0.009544773,0.005552831,0.02901932,,
1941855000,0.545103729,0.335986227,-0.835512519,0.009511949,0.005557237,0.028744461,,
1942966500,0.541094363,0.348489612,-0.838379562,0.00981809,0.005623252,0.028944885,,
1943882700,0.534874201,0.346423298,-0.83892107,0.00985302,0.005766578,0.028858041,,
1944872100,0.540750682,0.344929665,-0.838598967,0.00971923,0.005577873,0.028812733,,
1945843200,0.549369693,0.342381269,-0.835036755,0.009661604,0.005558529,0.028954253,,
1946877500,0.546742201,0.350580484,-0.838472664,0.00973826,0.005688657,0.028964696,,
1947883400,0.535713196,0.342079729,-0.831317723,0.009566002,0.00575794,0.028963765,,
1948861400,0.543841898,0.343077004,-0.830834925,0.009735154,0.005669864,0.029018002,,
1949816200,0.549143314,0.346114993,-0.834430218,0.009820099,0.005577846,0.029103013,,
1950860000,0.538796306,0.347295463,-0.836888373,0.009827958,0.005791728,0.028819239,,
1951866400,0.541388929,0.342057109,-0.834541798,0.009669823,0.005595558,0.029009055,,
1952933500,0.545157909,0.352102369,-0.834963202,0.009942568,0.005651969,0.028985037,,
1953866900,0.54122299,0.351605624,-0.83567667,0.009959045,0.005716405,0.028925303,,
1954804200,0.539779246,0.354906559,-0.83590275,0.010054401,0.005731863,0.028971834,,
1955756000,0.545747638,0.353153229,-0.835915029,0.010069046,0.005618376,0.029134348,,
1956867600,0.538647115,0.344730765,-0.835289061,0.00968728,0.005625338,0.028752148,,
1957850100,0.540315926,0.341547489,-0.830169141,0.009606029,0.005663544,0.028910728,,
1958885300,0.541586697,0.345173389,-0.8371014,0.009753123,0.00565005,0.028933259,,
1959909800,0.558205366,0.346660197,-0.838348389,0.00989772,0.005430454,0.02892576,,
1960850400,0.540241241,0.338720948,-0.836193442,0.009744473,0.005622511,0.028870309,,
1961905100,0.534746766,0.353006065,-0.832016289,0.009885071,0.005927346,0.028708853,,
1962964500,0.547893167,0.34152475,-0.838094771,0.009568978,0.005634072,0.028946292,,
1963888300,0.557419121,0.335658282,-0.837413728,0.009646594,0.00547668,0.028825901,,
1964816200,0.545094967,0.345399916,-0.830609322,0.009798827,0.005679256,0.029017886,,
1965833500,0.548937201,0.35150528,-0.833368242,0.009928319,0.005557671,0.029028658,,
1966870600,0.543370843,0.33461082,-0.838019192,0.009572822,0.005600559,0.028882744,,
1967836400,0.536296666,0.344178855,-0.838787794,0.009731636,0.005750782,0.028893305,,
1968905700,0.547881722,0.336585909,-0.837669134,0.009602349,0.005614043,0.028958965,,
1969865300,0.55061841,0.338844448,-0.834232867,0.009647178,0.005647872,0.028714176,,
1970838100,0.551423132,0.347253323,-0.834974647,0.009688977,0.005505285,0.02879448,,
1971778500,0.535587132,0.344515115,-0.838125825,0.009647162,0.005816887,0.028903013,,
1973753500,0.543288708,0.339162797,-0.8311975,0.009644601,0.005559312,0.028775742,,
1974751700,0.544946492,0.348450333,-0.830963194,0.00978101,0.00556158,0.028856387,,
1975711500,0.547574818,0.346047044,-0.832478881,0.00987578,0.005548101,0.028885022,,
1976753100,0.551316679,0.343789995,-0.832022786,0.009715752,0.005449129,0.028934924,,
1977754100,0.545261264,0.348073453,-0.836111248,0.009837429,0.005626693,0.028755913,,
1978751300,0.551411331,0.340682209,-0.83564353,0.009700882,0.005489595,0.028848935,,
1979748300,0.543401539,0.340242445,-0.83516103,0.009724596,0.00556199,0.028866002,,
1980745400,0.539134562,0.331607491,-0.831869602,0.009599336,0.005691643,0.028750086,,
1981746800,0.544819951,0.330178052,-0.831279576,0.009543767,0.005581983,0.028710445,,
1982922000,0.530568719,0.340720445,-0.831717551,0.009692875,0.005914494,0.028911266,,
1983741500,0.550527871,0.343868673,-0.835830867,0.009655059,0.005445721,0.02901707,,
1984715000,0.549389243,0.345396668,-0.837281883,0.009744559,0.005542846,0.028954165,,
1985745500,0.540798664,0.343242168,-0.833137751,0.009677392,0.005572395,0.028690502,,
1986741500,0.536957622,0.347984731,-0.83937788,0.009819834,0.005649476,0.02886223,,
1987732600,0.544054687,0.349369168,-0.834233582,0.009785606,0.005648207,0.0288343,,
1988733600,0.546218514,0.344290435,-0.83449924,0.009791436,0.005688107,0.028731748,,
1989711100,0.5410254,0.344950765,-0.831085324,0.009777327,0.005707158,0.028853023,,
1990676700,0.534671485,0.345816016,-0.833442152,0.009782121,0.005778851,0.028969727,,
1991691200,0.54069221,0.343038619,-0.834115565,0.009690911,0.005600217,0.028646234,,
1992822100,0.546766639,0.342927247,-0.832878709,0.009716474,0.005527234,0.028916828,,
1993724800,0.54371345,0.345881224,-0.831748307,0.009765647,0.005521854,0.028973954,,
1994723700,0.550740361,0.340710312,-0.830934465,0.009645069,0.005431728,0.028922986,,
1995667200,0.546687186,0.343238503,-0.83718878,0.009650074,0.00560143,0.028967135,,
1996689200,0.545934081,0.33930105,-0.8344993,0.009607461,0.005551941,0.028920688,,
1997690400,0.540623307,0.342964679,-0.831930161,0.009672107,0.005636794,0.028788168,,
1998751600,0.535589755,0.338796765,-0.833410144,0.00972105,0.005670807,0.028966157,,
1999693300,0.54248327,0.356753767,-0.833536148,0.010080042,0.005644094,0.028819872,,
2000763800,0.544047773,0.351167083,-0.834630311,0.009887497,0.005641413,0.02888602,,
2001715300,0.553004146,0.339253545,-0.835304797,0.009655382,0.0054088,0.028940711,,
2002810000,0.538428187,0.354371041,-0.833523273,0.00993318,0.00579308,0.028750002,,
2003687500,0.551817954,0.347792268,-0.834519982,0.009811517,0.00552663,0.029059865,,
2004725100,0.554534853,0.350747705,-0.838118613,0.009796241,0.005554325,0.028987145,,
2005736900,0.535823107,0.342971325,-0.839375079,0.009707768,0.005818123,0.028891336,,
2006721700,0.538152814,0.343001485,-0.834573388,0.009745389,0.005821292,0.028968144,,
2007697600,0.543100595,0.347842425,-0.839072406,0.009860102,0.005728709,0.028905731,,
2008762600,0.547971606,0.352044374,-0.835450232,0.009834792,0.005505172,0.028931087,,
2009723900,0.546650171,0.347834229,-0.834311128,0.009759047,0.005704071,0.028891465,,
2010677800,0.537607312,0.340885401,-0.834705293,0.009661077,0.005805115,0.028909434,,
2011703000,0.543629408,0.347810984,-0.834395707,0.009740491,0.00560507,0.028917927,,
2012834100,0.547898352,0.354203016,-0.836906672,0.009858558,0.00561799,0.028820544,,
2013730200,0.542145729,0.340033829,-0.831041455,0.009709627,0.00569423,0.028833067,,
2014682200,0.539052129,0.345269144,-0.832649052,0.009821003,0.00572792,0.028860226,,
2015668000,0.545782566,0.35377416,-0.831251502,0.009889944,0.00552134,0.028726283,,
2016668600,0.536810637,0.345554233,-0.838352144,0.009799947,0.005678759,0.028859874,,
2017725800,0.550854087,0.349915534,-0.83773905,0.009840997,0.005487679,0.028921669,,
2018644000,0.544357955,0.35981518,-0.837195337,0.010009985,0.005602743,0.028931918,,
2019705500,0.54818517,0.354278713,-0.836845696,0.00990306,0.005616825,0.02893425,,
2020693200,0.546414852,0.349503577,-0.838216603,0.009844892,0.005550516,0.028832035,,
2021712000,0.551713228,0.346173376,-0.832442343,0.009734383,0.005494011,0.028877309,,
2022807200,0.536714554,0.338767737,-0.838020682,0.009562271,0.00584405,0.029003302,,
2023747200,0.538354158,0.34212777,-0.832966983,0.009657494,0.005774098,0.028884411,,
2024699100,0.536976814,0.34484303,-0.835502982,0.009685168,0.005766483,0.028903255,,
2025766800,0.549707949,0.346310377,-0.837527871,0.009721219,0.005470395,0.028822102,,
2026701900,0.559147835,0.341583282,-0.831752539,0.009675862,0.005306957,0.02886972,,
2027748000,0.54798156,0.340196967,-0.832898438,0.009689567,0.00554581,0.028967654,,
2028749800,0.540730298,0.346214861,-0.830786288,0.009840829,0.005615924,0.028875912,,
2029735700,0.541249812,0.348674417,-0.831773221,0.009888032,0.005643246,0.02890029,,
2030624200,0.542343557,0.349979848,-0.835229099,0.009992482,0.005731259,0.02893308,,
2031692400,0.538888097,0.346930265,-0.8303473,0.009813228,0.005676446,0.028722491,,
2032702300,0.545656145,0.340710938,-0.837185204,0.00982866,0.005620919,0.028999794,,
2033705800,0.552035987,0.33987841,-0.833797216,0.009751079,0.005576427,0.029035056,,
2034626400,0.550758421,0.349190235,-0.835027397,0.009897569,0.005541312,0.029046226,,
2035599800,0.552433729,0.34621194,-0.838905811,0.009754953,0.005463928,0.028906021,,
2036601000,0.551711619,0.345184147,-0.835689425,0.009718801,0.00553476,0.028811289,,
2037638500,0.55211699,0.348302007,-0.834086359,0.009860612,0.005465487,0.028979979,,
2038684900,0.54773587,0.344413906,-0.83791405,0.009809075,0.005563715,0.028992983,,
2039744800,0.56044364,0.353273541,-0.833209157,0.009923083,0.005390387,0.028904703,,
2040680400,0.548941791,0.344815522,-0.826319277,0.009815033,0.005464295,0.028769342,,
2041643700,0.551547706,0.34582299,-0.832653046,0.009854437,0.005523277,0.028824793,,
2042637200,0.552012324,0.347943336,-0.833829045,0.009948996,0.005424554,0.029054176,,
2043645200,0.550931931,0.349115849,-0.8330459,0.009914774,0.005425868,0.02883929,,
2044679400,0.547936141,0.346823812,-0.83396095,0.009866766,0.005481692,0.028925182,,
2045666100,0.552877545,0.34298721,-0.830944121,0.009742239,0.005492345,0.029044351,,
2046668100,0.534968436,0.342176527,-0.830854475,0.009719832,0.005713854,0.029214745,,
2047633900,0.540997803,0.346422821,-0.837659359,0.009818944,0.005650644,0.0288419,,
2048686200,0.541624069,0.345597029,-0.838576555,0.009801848,0.005647776,0.028767677,,
2049588100,0.545975566,0.341431469,-0.833244026,0.009789188,0.005580227,0.028766507,,
2050596400,0.541976154,0.353140891,-0.837686181,0.010017598,0.005735944,0.028816439,,
2051667900,0.536382735,0.344602048,-0.842120767,0.009728427,0.005916623,0.028827246,,
2052702700,0.553213239,0.349635273,-0.836415291,0.009821467,0.005447468,0.028891185,,
2053689600,0.553481996,0.346115679,-0.837017119,0.00972028,0.00548972,0.028924257,,
2054578300,0.550769687,0.332377762,-0.835640311,0.009583029,0.005561158,0.028891737,,
2055628000,0.542175472,0.340421319,-0.838510752,0.009790395,0.005597526,0.02888958,,
2056637600,0.546308815,0.352124751,-0.834071696,0.009977297,0.005506627,0.028874159,,
2057629500,0.551005602,0.350490421,-0.829261422,0.009758157,0.005416258,0.028954156,,
2058627900,0.55384928,0.34037739,-0.834317505,0.00956548,0.005429252,0.028748771,,
2059619200,0.541254342,0.3418383,-0.833043218,0.009791517,0.005669167,0.028795086,,
2060643300,0.543863058,0.342400193,-0.833232999,0.009786479,0.005568768,0.028969334,,
2061617000,0.542301595,0.346055776,-0.831311226,0.009777145,0.005637164,0.028872157,,
2062618000,0.538297474,0.347991645,-0.833678663,0.009792063,0.005700338,0.02886465,,
2063591800,0.544846475,0.345427692,-0.833527565,0.009775276,0.00562179,0.028766299,,
2064536400,0.546128154,0.341882676,-0.835499167,0.00968474,0.005535815,0.028795289,,
2065565700,0.548183262,0.34852919,-0.83579278,0.009891338,0.005537029,0.02876696,,
2066503800,0.547748268,0.346676171,-0.830019891,0.009780541,0.00558624,0.028896239,,
2067522200,0.542656541,0.350074202,-0.831592679,0.00988373,0.005621016,0.028782729,,
2068521800,0.536768675,0.335581988,-0.83284539,0.009601496,0.005695859,0.029000876,,
2069919200,0.550279498,0.347189069,-0.838349879,0.009724713,0.005491012,0.028884832,,
2070516200,0.550551355,0.345926642,-0.838954747,0.0097245,0.005447833,0.028915003,,
2071571400,0.55072242,0.343591869,-0.83645618,0.009710842,0.005373703,0.028912093,,
2072623700,0.549465299,0.344441086,-0.836736143,0.00974754,0.005516729,0.02896614,,
2073537200,0.553717434,0.351465344,-0.837776959,0.009911878,0.005474872,0.028995009,,
2074592200,0.5456689,0.348612487,-0.833432496,0.009845011,0.005569017,0.028840309,,
2075608400,0.532549143,0.331877768,-0.832612634,0.009467702,0.005983661,0.028936075,,
2076612900,0.538406312,0.329897672,-0.835271239,0.00951344,0.005765829,0.029013909,,
2077563700,0.558629036,0.339796722,-0.835014343,0.009701144,0.005442817,0.028843308,,
2078603000,0.551493943,0.339726985,-0.830063283,0.009741552,0.005453127,0.028928164,,
2079559700,0.541005015,0.340946674,-0.834780276,0.009734008,0.005572173,0.028970158,,
2080624700,0.543577194,0.35254544,-0.83352834,0.009891476,0.005610195,0.02885244,,
2082026200,0.539918005,0.348239154,-0.83430779,0.009776224,0.005718064,0.028834902,,
2082587300,0.544938326,0.345568031,-0.835039258,0.009788461,0.005635917,0.029082816,,
2083555600,0.550946236,0.344389498,-0.83641535,0.00967781,0.005438112,0.028989367,,
2084558600,0.539124072,0.348063827,-0.832314551,0.009771993,0.005714294,0.028942971,,
2087070500,0.551852286,0.348334312,-0.831591427,0.009703768,0.005433057,0.028722115,,
2087410600,0.563058734,0.347016573,-0.832941055,0.009810372,0.005294418,0.028835375,,
2087504900,0.53732276,0.339050204,-0.832767785,0.009681713,0.005807586,0.028863369,,
2088571500,0.548766017,0.348526984,-0.830402434,0.009713885,0.005549104,0.028902927,,
2089523800,0.546878576,0.34463048,-0.834784925,0.009695927,0.005632524,0.029013507,,
2090549400,0.540522575,0.341732353,-0.835225105,0.009848407,0.00566812,0.028779406,,
2091579800,0.536499977,0.353515625,-0.835313141,0.009907986,0.005721389,0.029013211,,
2092553500,0.541848361,0.340225726,-0.835328877,0.009626235,0.005675653,0.028897857,,
2093517000,0.540354788,0.342966795,-0.834801853,0.009696338,0.005761497,0.028863799,,
2094533700,0.541097403,0.343598336,-0.833496273,0.00976112,0.005747678,0.028881675,,
2095499800,0.545957625,0.335486472,-0.836372316,0.00954498,0.005596285,0.028846947,,
2096567500,0.545608044,0.352875113,-0.842440903,0.009973226,0.00546992,0.028805228,,
2097592400,0.552342713,0.353108972,-0.82847476,0.009912339,0.00542474,0.028851131,,
2098619900,0.541901827,0.351478696,-0.832502663,0.00981704,0.005626444,0.028939625,,
2099606600,0.534608185,0.35700953,-0.835243702,0.009935834,0.005780544,0.028788678,,
2100531400,0.552805126,0.334621698,-0.83447057,0.009495292,0.005453666,0.028796557,,
2101623000,0.541346192,0.34896636,-0.837702155,0.009803948,0.005671084,0.028657839,,
2102463900,0.538580656,0.337307394,-0.833139598,0.009595307,0.00579344,0.028774807,,
2103575100,0.539681077,0.345818967,-0.831191838,0.009812917,0.005712239,0.028897455,,
2104444900,0.544652998,0.344349563,-0.832807183,0.009744427,0.005541356,0.028911306,,
2105569600,0.556614816,0.342154324,-0.830951512,0.009712527,0.005304527,0.028842038,,
2106468400,0.550785244,0.350631624,-0.833143473,0.009890184,0.005358548,0.028793806,,
2107477700,0.548636019,0.338219613,-0.832258999,0.009656539,0.005463465,0.028761422,,
2108530000,0.547359824,0.342638463,-0.836433232,0.009800815,0.005564515,0.028763587,,
2109413100,0.543753386,0.347461522,-0.830216706,0.009805834,0.005651174,0.028797748,,
2110455300,0.547017097,0.359467268,-0.833205581,0.010096795,0.00556132,0.028994285,,
2111600200,0.545495272,0.353175163,-0.835618675,0.009907999,0.005527544,0.028969334,,
2112471600,0.53675139,0.349052191,-0.833098352,0.009801479,0.005662518,0.028923215,,
2113508700,0.542658567,0.352071941,-0.834159851,0.009975562,0.00563733,0.028916817,,
2114507800,0.547976792,0.343451053,-0.839612544,0.009770029,0.005547701,0.028826442,,
2115494200,0.548093796,0.348647833,-0.836472273,0.009878386,0.005522974,0.028722955,,
2116482300,0.554315507,0.348100066,-0.841744006,0.009890961,0.005488697,0.028758319,,
2117469500,0.547708988,0.352755219,-0.829187274,0.009841233,0.005548588,0.02890316,,
2118460500,0.545049846,0.341186136,-0.83441329,0.009607433,0.005515471,0.028909778,,
2119438800,0.537024319,0.3409383,-0.836237967,0.009656046,0.005706801,0.028869284,,
2120468100,0.551247299,0.33746326,-0.835979998,0.009637359,0.005442441,0.028966676,,
2121390300,0.550296009,0.349190235,-0.83563894,0.009873644,0.005431967,0.028994909,,
2122441300,0.547202826,0.349193007,-0.836724639,0.009930941,0.005584955,0.028832817,,
2123552400,0.549318969,0.348526031,-0.832165658,0.009830817,0.005464067,0.028982705,,
2124568000,0.543158829,0.337039441,-0.832671523,0.009579285,0.005635052,0.028961359,,
2125458200,0.549535036,0.346124381,-0.835219622,0.009844349,0.005500502,0.028830308,,
2126527100,0.537312865,0.352471948,-0.834339976,0.009970482,0.005619093,0.028821388,,
2127467500,0.54006654,0.347820491,-0.832643926,0.009851174,0.005661399,0.028905798,,
2128551100,0.540567398,0.347871393,-0.836064279,0.009763638,0.005730305,0.029061627,,
2129541000,0.549656153,0.338717759,-0.839870393,0.009502393,0.005494072,0.028935732,,
2130533700,0.544974148,0.340924591,-0.834096611,0.009622061,0.0055739,0.028833851,,
2131437200,0.544912517,0.339450032,-0.831887722,0.009621363,0.005477635,0.028858155,,
2132444800,0.545678079,0.343175709,-0.828497946,0.009777259,0.005556651,0.028913189,,
2133433800,0.54128027,0.348806858,-0.83212465,0.009798162,0.005720134,0.028898206,,
2134501400,0.541357636,0.351976633,-0.829606175,0.009802247,0.005752642,0.029181121,,
2135500200,0.548212707,0.346209705,-0.837096334,0.009841515,0.00553663,0.029012993,,
2136498700,0.547589183,0.35654825,-0.833963633,0.009915153,0.005595411,0.028911855,,
2137562500,0.546476185,0.341054201,-0.830084264,0.009636262,0.005630186,0.028900253,,
2138610100,0.55230844,0.345368624,-0.834711373,0.009883364,0.005500837,0.028902311,,
2139434400,0.552814484,0.338986218,-0.835666478,0.009635231,0.00554551,0.028976297,,
2140461100,0.556611598,0.338086814,-0.83726263,0.009669982,0.005462405,0.02902963,,
2141440200,0.552567065,0.331480891,-0.834621012,0.009512805,0.005390083,0.028868096,,
2142387500,0.540052533,0.345026642,-0.836961687,0.009800901,0.005755612,0.028755546,,
2143326200,0.539483249,0.343999505,-0.83707583,0.009813068,0.005642899,0.028772753,,
2144441100,0.538679183,0.34777993,-0.832551301,0.009824575,0.005679631,0.028943863,,
2145314900,0.541668832,0.349261373,-0.834976554,0.009805862,0.005646651,0.028777067,,
2146377100,0.549672186,0.337110013,-0.82794553,0.009532361,0.005522348,0.028810957,,
2147401000,0.545775115,0.346668422,-0.830649257,0.009771212,0.005522151,0.028843638,,
2148347100,0.546754658,0.339808494,-0.834760189,0.009639679,0.005617717,0.028892079,,
2149377200,0.543655872,0.339492142,-0.833464742,0.009627982,0.005652598,0.028971542,,
2150357700,0.538465917,0.348620266,-0.832286477,0.009858237,0.005765155,0.028961588,,
2151358000,0.542520344,0.354287893,-0.8310498,0.009956523,0.005709746,0.02891689,,
2152440800,0.543784559,0.357144088,-0.83544594,0.00991204,0.005661953,0.02894178,,
2153402500,0.539532423,0.342763275,-0.835355878,0.009685523,0.005685062,0.028952703,,
2154350900,0.535629988,0.338410497,-0.837110519,0.00970133,0.005842429,0.029014818,,
2155368800,0.536167324,0.339707911,-0.834876239,0.00975496,0.00570815,0.028945848,,
2156487200,0.546432674,0.339662731,-0.828999877,0.009574857,0.005643208,0.028991655,,
2157510400,0.547660828,0.344925135,-0.832194209,0.009799797,0.0054557,0.028970575,,
2158400700,0.534944832,0.344460845,-0.831238389,0.009778206,0.005745135,0.029056182,,
2159402200,0.543662429,0.338444829,-0.830737948,0.009626702,0.005523469,0.02884944,,
2160341400,0.550983727,0.353333354,-0.832048714,0.009883977,0.005468485,0.028999448,,
2161327200,0.541069806,0.339384168,-0.82776159,0.009669314,0.005748585,0.028864708,,
2162276000,0.539964378,0.343055218,-0.82895124,0.009844384,0.005721847,0.028901735,,
2163291900,0.542308152,0.345065385,-0.836643338,0.009701736,0.00573921,0.028831666,,
2164278300,0.53905791,0.347145587,-0.837685406,0.009657006,0.005727375,0.02881309,,
2165266100,0.539488256,0.336227298,-0.838831544,0.009455245,0.005668734,0.028875966,,
2166322100,0.541047871,0.352315098,-0.83411628,0.009905364,0.005565973,0.028797125,,
2167318300,0.552512527,0.344777912,-0.83221072,0.009732943,0.005387495,0.028887751,,
2168341500,0.547481656,0.341106236,-0.836548328,0.009781748,0.00551541,0.028818214,,
2169299400,0.551719308,0.334040374,-0.829267323,0.009674305,0.005523447,0.028874187,,
2170319300,0.551341653,0.348522961,-0.833796084,0.009860458,0.005431115,0.028963154,,
2171280300,0.546257973,0.351564765,-0.831491947,0.009818767,0.005637837,0.028767683,,
2172281700,0.54311949,0.341266692,-0.838747263,0.009681751,0.005603234,0.028907826,,
2173243000,0.547070861,0.341362387,-0.837388337,0.009696204,0.005550067,0.028723354,,
2174263100,0.554444849,0.336990803,-0.837228,0.009586506,0.005459807,0.028897315,,
2175409400,0.545871317,0.347733349,-0.832345068,0.009906923,0.005539464,0.028953612,,
2176271600,0.545422912,0.347860068,-0.833358765,0.009792041,0.005499421,0.028867487,,
2177257300,0.552143276,0.3396402,-0.836095095,0.009686312,0.005378636,0.028815622,,
2178231100,0.548363984,0.343475193,-0.834795713,0.009692395,0.005508437,0.028974283,,
2179242700,0.557874739,0.34418112,-0.834032953,0.009843635,0.005408234,0.02885077,,
2180233200,0.546483755,0.357785344,-0.834094882,0.009988799,0.005632912,0.02884133,,
2181221600,0.546859741,0.34588322,-0.832720518,0.009817843,0.005646183,0.029052226,,
2182233800,0.54993844,0.345396221,-0.833401084,0.009756958,0.005432112,0.028862422,,
2183226200,0.545466542,0.332953721,-0.825895846,0.009486713,0.00560989,0.029029043,,
2184278600,0.53960824,0.340652615,-0.82853502,0.009711131,0.005714604,0.028948376,,
2185268100,0.544542432,0.354057282,-0.829163551,0.010018513,0.005673659,0.028801862,,
2186255600,0.545398831,0.346788228,-0.835186958,0.009830595,0.005497775,0.028886287,,
2187299200,0.546589613,0.340234458,-0.832667828,0.009726973,0.005651071,0.029135518,,
2188256000,0.539254129,0.346936762,-0.831643283,0.009752655,0.005765853,0.028913287,,
2189291900,0.535181403,0.345456392,-0.83539778,0.009658759,0.005811144,0.028751018,,
2190320000,0.530083716,0.341598243,-0.833467782,0.009691973,0.005907351,0.028881092,,
2191210700,0.533342063,0.336745203,-0.833338499,0.009635487,0.0057949,0.028914459,,
2192238100,0.550814152,0.346440881,-0.829253674,0.009836495,0.005574055,0.029104641,,
2193328300,0.54761833,0.343278438,-0.829398811,0.009711272,0.005533797,0.02891781,,
2194307800,0.545672357,0.346979499,-0.83303678,0.009874114,0.005597431,0.028883297,,
2195236300,0.538647711,0.350804687,-0.836997807,0.009871101,0.005786247,0.028930668,,
2196238900,0.547630012,0.346972555,-0.835439503,0.009871483,0.005593557,0.028912084,,
2197244600,0.553318858,0.347573906,-0.840769351,0.009914842,0.005355581,0.028998101,,
2198229600,0.555468559,0.348486245,-0.837003946,0.009798555,0.005343903,0.028868247,,
2199223600,0.544556141,0.355168551,-0.837397158,0.009972643,0.005559276,0.028887611,,
2200221400,0.54493922,0.338630915,-0.83713156,0.009591724,0.005639168,0.028883072,,
2201286600,0.544564545,0.352269471,-0.838013172,0.009867045,0.005722711,0.028672304,,
2202254700,0.548888743,0.350382,-0.834196627,0.009787972,0.005525582,0.028794095,,
2203228300,0.550871968,0.345511734,-0.829772651,0.009659786,0.005427666,0.028817445,,
2204212900,0.54764384,0.342186272,-0.829545617,0.009699566,0.005526227,0.028821535,,
2205238400,0.541919231,0.339598626,-0.827656746,0.009599617,0.005541773,0.028907606,,
2206275800,0.538515151,0.353391379,-0.833378017,0.009868732,0.005660366,0.028822238,,
2207233800,0.543059349,0.355617136,-0.837222338,0.010063703,0.005656223,0.029030876,,
2208279500,0.536486804,0.350210071,-0.83411628,0.009835675,0.005694654,0.029046388,,
2209275600,0.54316771,0.335962713,-0.829513729,0.009459558,0.005599156,0.028919488,,
2210261700,0.5456689,0.343494684,-0.832216561,0.009635023,0.005537869,0.028858308,,
