Timestamp(ns),Fx,Fy,Fz,Mx,My,Mz,与前一帧相差ns,与前一帧相差us
284660600,0.537639916,0.33473435,-0.830501258,0.009581355,0.005814417,0.028926959,1034100,1034.1
285625700,0.538038671,0.338016361,-0.832599401,0.009591815,0.005791522,0.028901456,965100,965.1
286617300,0.537636578,0.338350207,-0.834732413,0.009726278,0.005712504,0.028797977,991600,991.6
287673000,0.531610847,0.338784993,-0.834955275,0.009626647,0.005795809,0.028916037,1055700,1055.7
288748600,0.542254031,0.340941846,-0.83238405,0.009699854,0.005754758,0.029069889,1075600,1075.6
289582600,0.551121891,0.346432567,-0.836975813,0.009789543,0.005535302,0.029085642,834000,834
290742900,0.536109984,0.343454808,-0.836830556,0.009750416,0.005734419,0.029034222,1160300,1160.3
291774600,0.557225227,0.342311054,-0.830101728,0.009682473,0.005407955,0.028835448,1031700,1031.7
292846300,0.548187315,0.347539127,-0.834457695,0.009873192,0.00546226,0.028814785,1071700,1071.7
293720600,0.542953372,0.332803309,-0.831280649,0.009634458,0.005587001,0.028970359,874300,874.3
294735300,0.534161329,0.332680076,-0.829036117,0.009498034,0.005796838,0.02899823,1014700,1014.7
295564100,0.554834783,0.349000573,-0.834805727,0.009816327,0.005443312,0.028904712,828800,828.8
296706900,0.5523175,0.346845984,-0.832260847,0.009703662,0.005576688,0.028930534,1142800,1142.8
297718400,0.544418752,0.34058255,-0.835467935,0.009649207,0.005563516,0.02907205,1011500,1011.5
298709400,0.536248326,0.348820716,-0.841473937,0.00986893,0.005724161,0.028942803,991000,991
299680800,0.54731071,0.353203148,-0.836068332,0.009926502,0.005593205,0.028907137,971400,971.4
300588500,0.541270852,0.341904849,-0.837205827,0.009723422,0.005722545,0.028810846,907700,907.7
301549100,0.548902452,0.348458529,-0.831991315,0.009796097,0.005551557,0.028981172,960600,960.6
302691900,0.546058297,0.346493959,-0.834590256,0.009824369,0.00564539,0.028848499,1142800,1142.8
303636000,0.538991928,0.344368011,-0.833144724,0.009871995,0.005729297,0.028735155,944100,944.1
304636600,0.539800942,0.34845975,-0.832070053,0.009865518,0.005779715,0.028727325,1000600,1000.6
305630900,0.545228779,0.336557359,-0.834152818,0.009527835,0.005507365,0.02874355,994300,994.3
306559900,0.545570493,0.347056895,-0.83632791,0.009847854,0.005601081,0.028847098,929000,929
307621500,0.5414747,0.345243335,-0.837352335,0.009722935,0.005628053,0.028814569,1061600,1061.6
308606300,0.537444353,0.337208599,-0.830614507,0.009583776,0.005724302,0.028783394,984800,984.8
309551600,0.535725236,0.342523277,-0.829170704,0.009634812,0.005799753,0.028867994,945300,945.3
310559200,0.545047581,0.347151756,-0.830596626,0.009662374,0.005591255,0.029009653,1007600,1007.6
311593900,0.545218468,0.352366567,-0.833132386,0.009840054,0.005598571,0.028814062,1034700,1034.7
312578900,0.546013951,0.338480741,-0.834230006,0.009641905,0.005665068,0.028917724,985000,985
313543400,0.547661126,0.350809276,-0.832316756,0.009945479,0.005734268,0.028869726,964500,964.5
314579100,0.540341735,0.344181478,-0.836029172,0.009793909,0.005799768,0.028887082,1035700,1035.7
315584700,0.534167409,0.354240328,-0.825846672,0.009980454,0.005742724,0.028775128,1005600,1005.6
316524500,0.537497401,0.345331728,-0.838482857,0.009825536,0.005589822,0.029182307,939800,939.8
317523600,0.541975677,0.342025399,-0.834516168,0.009761263,0.005675819,0.028981231,999100,999.1
318516900,0.548181593,0.336613119,-0.832579553,0.009565579,0.005552285,0.028948519,993300,993.3
319508800,0.539077222,0.348732442,-0.837393463,0.009792586,0.005665109,0.028866976,991900,991.9
320508900,0.544404268,0.338308573,-0.835735202,0.009581553,0.005597167,0.028765565,1000100,1000.1
321541000,0.543833792,0.347640663,-0.833870351,0.009825113,0.005590012,0.028859643,1032100,1032.1
322559200,0.550208807,0.343987584,-0.831667423,0.009746589,0.005420978,0.028698262,1018200,1018.2
323531400,0.545161486,0.333485246,-0.831777155,0.009502498,0.005630577,0.028839773,972200,972.2
324573400,0.539510489,0.345467418,-0.839259207,0.00976533,0.005765799,0.028982654,1042000,1042
325535100,0.538590491,0.347561806,-0.834797502,0.009795795,0.005784978,0.028921103,961700,961.7
326581000,0.54478544,0.342729598,-0.834498167,0.009727241,0.005623735,0.028955057,1045900,1045.9
327572400,0.54975915,0.337187082,-0.836692035,0.009630881,0.005509766,0.028835522,991400,991.4
328576800,0.543935597,0.33770448,-0.837693334,0.00958863,0.005561308,0.028875895,1004400,1004.4
329518200,0.542153299,0.338791579,-0.832235336,0.009520579,0.005702048,0.028811339,941400,941.4
330528500,0.541474223,0.336765826,-0.832488477,0.009571156,0.005659503,0.028965484,1010300,1010.3
331593900,0.538646042,0.34292078,-0.835490227,0.009759961,0.005744737,0.028827174,1065400,1065.4
332599100,0.540356994,0.339936584,-0.833553791,0.009706069,0.005535009,0.029007528,1005200,1005.2
333529700,0.545188963,0.34536612,-0.826542735,0.009702965,0.005576513,0.028849142,930600,930.6
334606900,0.544583619,0.337682068,-0.82984221,0.009626924,0.005663122,0.02883652,1077200,1077.2
335579400,0.542220414,0.345873505,-0.832865655,0.009786355,0.005672408,0.028865159,972500,972.5
336560500,0.550956666,0.335196584,-0.834608316,0.009601069,0.005642207,0.02894501,981100,981.1
337567800,0.545840204,0.335871935,-0.837766945,0.009610191,0.005603488,0.028969936,1007300,1007.3
338576500,0.536827445,0.338902354,-0.836301684,0.009715957,0.005625856,0.028909747,1008700,1008.7
339544500,0.541793525,0.339118659,-0.831215918,0.0096181,0.005678026,0.028879713,968000,968
340582300,0.555653214,0.346813083,-0.831529737,0.009726655,0.005464626,0.029057309,1037800,1037.8
341532200,0.547726572,0.343852133,-0.829130411,0.009825777,0.005546604,0.028843289,949900,949.9
342577700,0.55651623,0.349749744,-0.833549857,0.009875827,0.00543405,0.028887581,1045500,1045.5
343543400,0.554167092,0.340757668,-0.830881119,0.009659648,0.005505582,0.028975174,965700,965.7
344656700,0.539730906,0.347299308,-0.826132417,0.009818287,0.00574808,0.028926687,1113300,1113.3
345588200,0.540228248,0.349436432,-0.833232284,0.009887485,0.005691946,0.028992038,931500,931.5
346427700,0.541135192,0.349851817,-0.840183616,0.009720225,0.005679651,0.028951289,839500,839.5
347530500,0.541735947,0.341829926,-0.839156449,0.009565745,0.005680679,0.028896814,1102800,1102.8
348570500,0.540090084,0.346417874,-0.837569058,0.009719229,0.005718186,0.028902505,1040000,1040
349538200,0.534867048,0.346412838,-0.834621251,0.009777672,0.005768731,0.028820606,967700,967.7
350587800,0.538180232,0.338927418,-0.838078141,0.009663229,0.005634966,0.028947346,1049600,1049.6
351561900,0.549714506,0.347571105,-0.834750712,0.009882117,0.005516173,0.028834183,974100,974.1
352510100,0.53936553,0.346606612,-0.836710989,0.009822009,0.005705774,0.028865548,948200,948.2
