Timestamp(ns),Fx,Fy,Fz,Mx,My,Mz
106354495977946,-0.09710012376308441,0.45440515875816345,-0.9587578773498535,0.012236515991389751,0.02051275596022606,0.028053369373083115
106354496151148,-0.10626309365034103,0.468740850687027,-0.9623057246208191,0.012342422269284725,0.02060827612876892,0.028097042813897133
106354496197454,-0.10178151726722717,0.46805527806282043,-0.959608793258667,0.012463124468922615,0.020693359896540642,0.028407277539372444
106354496228496,-0.09153040498495102,0.46173417568206787,-0.9701471924781799,0.012393900193274021,0.020369427278637886,0.02820202149450779
106354496249341,-0.10779910534620285,0.46818894147872925,-0.963496744632721,0.012380416505038738,0.020694978535175323,0.028039537370204926
106354496536428,-0.10949310660362244,0.45595231652259827,-0.9568971395492554,0.012343164533376694,0.020756330341100693,0.02810637280344963
106354496764519,-0.10711722075939178,0.46307453513145447,-0.9578161239624023,0.012284068390727043,0.020603032782673836,0.028123103082180023
106354496811572,-0.10548163950443268,0.46347352862358093,-0.9569798707962036,0.01237140130251646,0.02071337215602398,0.02804403007030487
106354496848532,-0.10214213281869888,0.4636293053627014,-0.9675026535987854,0.012400278821587563,0.020619234070181847,0.028264770284295082
106354496886144,-0.1037754938006401,0.4766470789909363,-0.9587993621826172,0.01252808328717947,0.020690161734819412,0.02811446413397789
106354496937886,-0.1043153926730156,0.47801634669303894,-0.9613919854164124,0.01258236076682806,0.020597465336322784,0.02820960432291031
106354496993455,-0.10639112442731857,0.4603375792503357,-0.9552156925201416,0.012256400659680367,0.02081155590713024,0.028221894055604935
106354497055475,-0.09681970626115799,0.46326306462287903,-0.9647472500801086,0.01230879221111536,0.020534781739115715,0.028253313153982162
106354497093782,-0.10278753191232681,0.4641599953174591,-0.9579077959060669,0.01246665883809328,0.020607341080904007,0.028147820383310318
106354497113077,-0.09697169065475464,0.45368215441703796,-0.9630542397499084,0.012269776314496994,0.020646119490265846,0.028295308351516724
106354497153455,-0.10629820823669434,0.456858366727829,-0.9616290330886841,0.012206494808197021,0.020576363429427147,0.02808680571615696
106354509328344,-0.10603181272745132,0.4602818191051483,-0.964596152305603,0.01229003444314003,0.02063841186463833,0.02826222963631153
106354509957858,-0.10467755794525146,0.470001220703125,-0.9563378691673279,0.01248705480247736,0.020706025883555412,0.02814413234591484
106354510308225,-0.10642646253108978,0.46887820959091187,-0.9563320279121399,0.01245266292244196,0.02065698243677616,0.028091980144381523
106354510328806,-0.09814058244228363,0.46682843565940857,-0.9650108218193054,0.012476084753870964,0.020578818395733833,0.028085781261324883
106354510341023,-0.10440676659345627,0.4642595648765564,-0.958877444267273,0.012329554185271263,0.020623812451958656,0.028159726411104202
106354510351916,-0.11593587696552277,0.46499869227409363,-0.9608187079429626,0.012437939643859863,0.020784756168723106,0.02811642363667488
106354510367663,-0.11157684773206711,0.45170724391937256,-0.9539126753807068,0.012154982425272465,0.02069300413131714,0.02804657816886902
106354510416413,-0.09622792899608612,0.4598631262779236,-0.9569529891014099,0.012272613123059273,0.02061714231967926,0.028278149664402008
106354510434089,-0.10636371374130249,0.46491995453834534,-0.9661321043968201,0.012408778071403503,0.020838309079408646,0.028247274458408356
106354510449561,-0.10120527446269989,0.47671374678611755,-0.9567728638648987,0.012537840753793716,0.020740557461977005,0.028088241815567017
106354510461281,-0.10812636464834213,0.468967467546463,-0.9633550643920898,0.012527958489954472,0.02072908543050289,0.02819177880883217
106354510472066,-0.10785830765962601,0.47364169359207153,-0.9559617042541504,0.012605159543454647,0.0208381749689579,0.028280887752771378
106354510484788,-0.1050851121544838,0.45945093035697937,-0.9711803793907166,0.012400333769619465,0.0206997562199831,0.028236882761120796
106354510496054,-0.10124848037958145,0.4725246727466583,-0.9646013975143433,0.012493503279983997,0.020525770261883736,0.028237106278538704
106354510506753,-0.11158014833927155,0.46888506412506104,-0.9572643637657166,0.012448245659470558,0.020723778754472733,0.028286878019571304
106354510635052,-0.10336817800998688,0.46543630957603455,-0.9652345180511475,0.012446348555386066,0.020676802843809128,0.028117084875702858
106354510650262,-0.09279944002628326,0.466808944940567,-0.956413984298706,0.012351027689874172,0.020557602867484093,0.028144313022494316
106354510661409,-0.10461185872554779,0.46589526534080505,-0.9623074531555176,0.012439307756721973,0.020752914249897003,0.028153933584690094
106354526735500,-0.10809696465730667,0.46668121218681335,-0.9599393010139465,0.01253359206020832,0.02080833911895752,0.028078090399503708
106354526857407,-0.09857077896595001,0.4567588269710541,-0.9589633941650391,0.012398513965308666,0.020563839003443718,0.028304429724812508
106354526871734,-0.09632401913404465,0.46801573038101196,-0.9581760168075562,0.012430546805262566,0.020618319511413574,0.02830664999783039
