MIC1,MIC2,MIC3,MIC4,MIC5,MIC6,MIC7
668,659,646,604,624,670,671
668,660,647,622,624,670,672
669,662,648,623,626,670,672
669,660,645,621,623,670,671
670,661,647,622,624,670,672
668,660,647,624,624,671,672
669,660,646,622,623,670,672
667,659,645,622,622,669,670
667,659,644,621,623,669,670
667,659,646,621,623,669,672
668,659,646,621,623,670,671
665,660,645,622,624,670,672
668,660,646,623,625,671,672
668,661,646,623,624,670,671
667,659,646,622,624,670,671
667,659,650,621,624,669,672
667,659,646,621,622,664,670
668,659,624,622,624,669,672
669,659,646,621,624,669,671
668,658,645,621,623,669,671
668,659,646,618,623,670,671
668,706,646,621,623,670,670
669,660,645,622,623,670,677
669,660,647,623,625,670,672
669,661,647,629,624,671,672
669,660,646,623,623,671,672
669,660,646,623,624,670,671
659,650,640,617,615,664,661
672,662,651,626,628,674,675
673,664,650,626,629,675,676
669,658,645,621,623,670,671
667,660,645,621,623,669,670
668,659,646,622,624,669,671
666,659,645,620,623,668,669
667,660,646,625,623,671,671
672,658,646,621,623,669,672
668,660,646,623,623,672,671
668,659,646,622,624,669,671
668,662,646,622,624,670,671
668,660,623,622,624,669,672
667,659,646,622,622,673,670
668,659,636,622,623,669,671
668,658,645,621,624,669,670
669,661,647,623,625,671,672
668,660,645,623,625,670,672
668,657,645,622,624,670,671
667,659,645,623,625,670,676
668,660,645,624,624,669,672
667,659,647,621,626,669,671
666,659,644,621,622,670,669
667,659,646,622,624,669,671
669,659,646,621,623,670,670
668,659,646,621,623,670,671
669,659,645,622,623,669,670
668,659,646,621,623,669,671
668,659,646,622,623,670,677
669,659,646,623,624,670,671
667,659,644,621,622,668,669
667,659,645,627,623,671,671
667,658,645,622,623,669,673
668,660,646,623,625,675,672
668,659,645,622,625,670,672
669,660,647,623,625,671,672
667,659,650,621,624,670,671
667,659,645,623,624,669,671
668,659,649,620,624,671,672
666,659,646,621,627,669,670
669,659,647,622,624,670,672
669,666,647,624,624,670,671
668,661,646,622,623,670,672
667,659,646,621,622,673,671
667,659,645,623,626,668,670
667,659,645,622,623,670,670
668,658,645,622,623,670,672
668,659,645,622,624,670,671
666,658,645,621,623,669,670
666,658,644,621,623,668,670
668,660,646,622,624,670,670
667,660,645,622,624,670,673
667,660,644,620,624,668,673
666,659,644,621,624,669,675
667,660,647,622,624,668,672
668,660,648,622,629,671,672
667,659,646,622,623,670,671
667,659,646,621,623,670,671
669,658,646,622,624,670,671
667,658,645,622,622,669,670
668,659,647,622,624,669,671
667,659,646,622,623,670,671
667,660,645,622,624,669,671
667,658,645,621,623,670,671
668,658,646,622,624,670,669
668,660,647,628,626,671,671
667,661,644,621,622,669,671
667,660,645,623,625,675,671
668,659,646,623,624,670,671
666,658,646,621,623,668,670
667,658,645,620,623,672,670
667,659,645,621,623,668,670
667,659,646,622,605,670,670
668,659,645,620,623,668,668
663,649,637,621,615,664,662
674,663,651,626,629,674,676
673,663,650,627,628,674,658
668,659,646,622,625,669,676
668,660,645,596,624,669,671
669,659,647,623,629,670,672
667,660,645,622,623,670,671
666,658,644,621,623,669,670
667,660,644,621,624,670,671
667,659,645,621,624,669,669
667,659,646,623,624,670,671
667,660,646,622,624,670,671
667,659,646,622,623,668,670
668,660,648,624,625,671,672
666,659,646,621,623,670,669
728,658,645,625,622,669,670
667,658,644,621,621,668,670
668,659,645,622,623,674,671
668,659,646,622,623,668,670
667,658,643,620,623,668,670
667,658,644,621,623,651,670
668,659,646,621,625,670,672
667,659,645,623,628,669,671
667,659,645,622,623,669,670
667,659,646,619,624,669,670
667,661,646,622,623,669,671
666,659,644,620,623,669,657
666,659,644,621,623,669,675
668,659,647,615,624,669,670
667,660,647,622,628,670,671
667,659,644,621,622,669,670
668,660,647,622,623,670,671
668,658,646,622,624,669,670
669,660,647,623,623,670,671
668,660,646,622,623,669,671
667,660,646,623,623,669,671
667,659,645,622,624,669,670
668,658,644,621,622,669,670
667,658,645,621,623,670,668
643,659,645,626,624,670,671
667,659,645,622,623,669,670
666,659,645,622,623,673,672
667,659,645,621,624,669,671
667,660,619,622,624,671,671
667,660,647,622,625,669,671
667,659,645,622,622,669,670
667,659,646,621,624,668,671
668,659,646,622,622,669,670
667,658,645,626,622,668,671
667,645,645,621,623,668,671
667,658,644,621,623,668,675
668,659,646,622,626,669,676
666,659,644,624,622,667,669
669,660,647,623,629,671,672
668,659,646,622,624,669,671
667,659,645,622,624,670,671
666,659,644,622,623,669,670
667,659,645,622,624,669,670
667,660,646,622,624,671,670
667,660,645,621,623,668,671
666,659,644,621,623,668,669
666,659,645,622,623,669,670
666,658,644,620,621,668,668
674,659,647,627,623,670,670
667,659,646,621,623,669,670
