Timestamp(ns),Fx,Fy,Fz,Mx,My,Mz
2517654900,-0.4477153718471527,0.6728934049606323,-0.8455999493598938,0.017357101663947105,0.021394649520516396,0.026364542543888092
2517856300,-0.44488710165023804,0.6571172475814819,-0.8400691747665405,0.01712735742330551,0.021672144532203674,0.026707809418439865
2518515900,-0.44929033517837524,0.6607919335365295,-0.8483077883720398,0.01717490330338478,0.02161220647394657,0.026417497545480728
2519335400,-0.4633314609527588,0.6734007000923157,-0.8424174189567566,0.017406832426786423,0.021991046145558357,0.02643439546227455
2520898300,-0.44854307174682617,0.6719520092010498,-0.8407325744628906,0.017460143193602562,0.021692898124456406,0.026411505416035652
2521219700,-0.45231592655181885,0.6711493134498596,-0.8428864479064941,0.017316006124019623,0.02161834016442299,0.026483191177248955
2522189600,-0.44878339767456055,0.6651320457458496,-0.8464658856391907,0.01729508675634861,0.021718692034482956,0.026539117097854614
2523233300,-0.45416054129600525,0.6608006954193115,-0.8412094712257385,0.017170844599604607,0.02170671708881855,0.026328876614570618
2524266700,-0.4622887969017029,0.6597629189491272,-0.8419638276100159,0.017266571521759033,0.021976126357913017,0.0264626145362854
2525220200,-0.44985178112983704,0.681183934211731,-0.8454998731613159,0.017537103965878487,0.021729670464992523,0.02644193358719349
2526266500,-0.4576229453086853,0.6715937256813049,-0.8397764563560486,0.01726953312754631,0.021876825019717216,0.026501232758164406
2527188400,-0.455556720495224,0.6824591159820557,-0.8437843918800354,0.017600994557142258,0.021709732711315155,0.026525039225816727
2528167700,-0.4575815498828888,0.6743177771568298,-0.8379620909690857,0.017344441264867783,0.02178405225276947,0.02634621225297451
2529640600,-0.4521746039390564,0.6659380197525024,-0.8438730835914612,0.017285676673054695,0.021670615300536156,0.026487726718187332
2530165800,-0.4447399377822876,0.6703618764877319,-0.8422842621803284,0.017268074676394463,0.02154596336185932,0.02657763659954071
2531232000,-0.44325125217437744,0.6740790605545044,-0.8470264673233032,0.01739789918065071,0.021599886938929558,0.02644241601228714
2532366100,-0.44672179222106934,0.6723032593727112,-0.8422447443008423,0.01736137457191944,0.02165551483631134,0.026533164083957672
2533321800,-0.4499790072441101,0.6757943630218506,-0.8453280329704285,0.017346084117889404,0.02165895327925682,0.026541154831647873
2534261900,-0.4433027505874634,0.6737011075019836,-0.8424084782600403,0.017395243048667908,0.021507224068045616,0.026476217433810234
