Channel_0,Channel_1,Channel_2,Channel_3
100.428574,100.907738,100.860764,100.871460
100.427422,100.907082,100.860443,100.871124
100.427101,100.907417,100.860764,100.869980
100.427422,100.907417,100.860443,100.870316
100.426773,100.906204,100.860123,100.870316
100.426773,100.906204,100.860123,100.869637
100.426453,100.905869,100.860443,100.871124
100.426277,100.906204,100.861084,100.870781
100.426926,100.906204,100.861404,100.871796
100.426926,100.905869,100.861404,100.870651
100.426926,100.906540,100.861084,100.870987
100.427567,100.906540,100.861084,100.870651
100.427895,100.906204,100.860764,100.871460
100.427567,100.906540,100.860764,100.871460
100.429039,100.906876,100.860764,100.870316
100.428719,100.906372,100.861885,100.870651
100.428215,100.906036,100.861885,100.870651
100.427895,100.905869,100.861885,100.870651
100.427895,100.906540,100.861885,100.869980
100.427567,100.907211,100.861885,100.870316
100.427238,100.907211,100.861717,100.870316
100.427238,100.907211,100.861084,100.869499
100.426743,100.907211,100.861404,100.870651
100.427895,100.906876,100.861084,100.871323
100.426743,100.906876,100.861084,100.871658
100.428215,100.906204,100.861084,100.871658
100.427238,100.906540,100.861084,100.871658
100.427567,100.905869,100.861084,100.871658
100.427567,100.905365,100.860443,100.871658
100.428070,100.905365,100.860764,100.871658
100.428886,100.905365,100.861084,100.872345
100.428886,100.906204,100.860764,100.871994
100.428886,100.906036,100.860443,100.871658
100.428719,100.907211,100.860123,100.870987
100.428719,100.906876,100.859818,100.870987
100.427895,100.906372,100.859818,100.871658
100.429039,100.906715,100.859177,100.870987
100.428719,100.906876,100.859818,100.869835
100.428391,100.907211,100.860123,100.870514
100.428070,100.906876,100.859489,100.869835
100.429543,100.906876,100.860123,100.869164
100.428391,100.907211,100.859489,100.869499
100.428886,100.907547,100.859489,100.869164
100.428719,100.907547,100.859818,100.870514
100.429214,100.906876,100.859818,100.870178
100.428886,100.906204,100.859489,100.869835
100.427742,100.906540,100.859489,100.869835
100.428238,100.906540,100.859177,100.870178
100.427422,100.906204,100.858849,100.870178
100.428070,100.906204,100.858536,100.870987
100.427742,100.905869,100.857414,100.871323
100.427238,100.906204,100.858536,100.871658
100.427742,100.905869,100.858536,100.871658
100.427742,100.905869,100.857895,100.871323
100.427742,100.906204,100.857254,100.872131
100.426598,100.906540,100.856773,100.872818
100.426277,100.906036,100.857094,100.872131
100.426598,100.906876,100.857735,100.871658
100.427238,100.907211,100.858055,100.871658
100.428215,100.906876,100.858055,100.871323
100.428856,100.907211,100.858536,100.871658
100.428856,100.906540,100.858536,100.871994
100.429512,100.906540,100.858849,100.871994
100.429512,100.906540,100.858849,100.871323
100.430008,100.906876,100.858223,100.870651
100.429688,100.906540,100.858223,100.870651
100.429688,100.906876,100.857735,100.870316
100.429359,100.906540,100.858055,100.870316
100.429039,100.906204,100.858055,100.870316
100.428719,100.905701,100.859489,100.869637
100.428070,100.905365,100.858849,100.869980
100.428070,100.906204,100.858849,100.871124
100.428070,100.905533,100.858849,100.871460
100.429214,100.905533,100.859177,100.869980
100.429543,100.906204,100.859177,100.870651
100.431007,100.905533,100.858849,100.870316
100.430504,100.905533,100.857414,100.869980
100.429543,100.905533,100.857582,100.869637
100.429543,100.906410,100.857582,100.869301
100.428886,100.906075,100.857582,100.869301
100.428741,100.906410,100.857582,100.869301
100.428574,100.905869,100.857582,100.870110
100.427925,100.905533,100.856140,100.870445
100.428238,100.906204,100.855820,100.870110
100.428574,100.906204,100.855820,100.870445
100.428574,100.905197,100.857254,100.870781
100.428574,100.905197,100.857254,100.871124
100.427422,100.905197,100.857254,100.870651
100.427101,100.904861,100.856949,100.870316
100.428574,100.905197,100.857254,100.869980
100.426773,100.905533,100.856949,100.870316
100.426773,100.905869,100.858223,100.870651
100.426773,100.905197,100.858849,100.869980
100.426773,100.905869,100.858849,100.869637
100.426773,100.905365,100.858849,100.869301
100.425308,100.905365,100.858368,100.869301
100.425621,100.905029,100.858849,100.868484
100.426277,100.904694,100.858849,100.868149
100.427101,100.904358,100.858849,100.868484
100.427742,100.905197,100.859177,100.868614
100.427742,100.905197,100.859177,100.869095
100.427422,100.905533,100.859489,100.868279
100.427422,100.905197,100.859818,100.868614
100.427422,100.905869,100.860123,100.868614
100.427101,100.905533,100.859818,100.868965
100.425949,100.905533,100.859818,100.869301
100.425621,100.905533,100.859489,100.869637
100.425949,100.905365,100.859177,100.869301
100.426277,100.906204,100.859489,100.869980
100.425453,100.906540,100.859177,100.868820
100.426277,100.906204,100.858849,100.868484
100.425621,100.906204,100.858849,100.868149
100.425621,100.905869,100.858849,100.868149
100.425308,100.905869,100.859177,100.869301
100.425621,100.905869,100.859177,100.869637
100.425621,100.906204,100.859177,100.869637
100.425621,100.905869,100.858849,100.869637
100.425621,100.905869,100.857414,100.870316
100.425621,100.905869,100.857414,100.870651
100.425308,100.905869,100.858849,100.870987
100.424805,100.905197,100.858849,100.870987
100.424156,100.905197,100.858849,100.870651
100.424156,100.904526,100.857735,100.870316
100.424660,100.904526,100.858368,100.869980
100.424980,100.904526,100.859177,100.869499
100.426773,100.904526,100.858849,100.870651
100.427422,100.904190,100.859489,100.870316
100.427422,100.904861,100.859177,100.869980
100.427101,100.905197,100.859818,100.870316
100.427101,100.904030,100.859818,100.869637
100.426773,100.904358,100.859818,100.869301
100.426773,100.905029,100.859489,100.869637
100.427101,100.904694,100.859489,100.869301
100.426277,100.905533,100.859177,100.869301
100.425949,100.905533,100.859657,100.868965
100.426277,100.905533,100.859337,100.869301
100.427101,100.905197,100.859657,100.869980
100.427101,100.905197,100.859177,100.869164
100.427597,100.905029,100.859489,100.868484
100.427597,100.905701,100.859177,100.868820
100.426956,100.905869,100.859177,100.869164
100.426956,100.905533,100.859337,100.869980
100.427269,100.905197,100.859657,100.870316
100.427925,100.905197,100.860298,100.869980
100.426773,100.904358,100.859818,100.871124
100.427269,100.905197,100.861252,100.871460
100.427269,100.905197,100.860931,100.871796
100.426125,100.905197,100.860611,100.870987
100.426125,100.904861,100.860931,100.870987
100.426956,100.905533,100.860443,100.870316
100.426773,100.905869,100.860443,100.869980
100.426773,100.905869,100.861252,100.869980
100.426453,100.905197,100.861252,100.869301
100.426773,100.906204,100.861252,100.869637
100.427269,100.906540,100.861252,100.869980
100.427269,100.905869,100.861572,100.869637
100.426956,100.905197,100.860764,100.869637
100.427925,100.904526,100.861252,100.869301
100.428238,100.903854,100.861252,100.869637
100.427925,100.903854,100.860611,100.869980
100.428238,100.901848,100.862839,100.872345
100.430191,100.903183,100.864754,100.873695
100.429543,100.904190,100.860443,100.872681
100.428886,100.903854,100.859177,100.872681
100.429070,100.904190,100.859177,100.873825
100.429070,100.904526,100.858849,100.873154
100.427597,100.904861,100.858849,100.872482
100.428741,100.904526,100.859177,100.872131
100.428421,100.904861,100.858849,100.872818
100.428741,100.904861,100.859177,100.872482
100.429390,100.909889,100.859177,100.872482
100.429070,101.031174,100.858536,100.871658
