Channel_0,Channel_1,Channel_2,Channel_3
66.040977,101.185799,101.056717,101.198524
66.040977,101.186134,101.057030,101.198860
66.040977,101.185287,101.056717,101.199539
66.040977,101.185799,101.056717,101.199203
66.040977,101.185799,101.056229,101.199539
66.040977,101.185463,101.055916,101.199875
66.040977,101.185799,101.056229,101.198418
66.040977,101.185799,101.055420,101.198418
66.040977,101.184952,101.055740,101.198753
66.040977,101.185287,101.055740,101.198753
66.040977,101.184952,101.056061,101.198753
66.040977,101.186134,101.056381,101.199104
66.040977,101.184616,101.057014,101.198418
66.040977,101.184616,101.056702,101.198418
66.040977,101.184952,101.056702,101.198082
66.040977,101.186462,101.056702,101.198418
66.040977,101.186462,101.056175,101.197945
66.040977,101.186134,101.056503,101.198280
66.040977,101.185127,101.056503,101.197945
66.040977,101.183609,101.056816,101.198280
66.040977,101.184616,101.056503,101.198280
66.040977,101.185287,101.056816,101.197945
66.040977,101.185287,101.057144,101.198280
66.040977,101.184616,101.057449,101.198624
66.040977,101.184616,101.057449,101.198624
66.040977,101.185287,101.057449,101.198280
66.040977,101.185287,101.058609,101.198280
66.040977,101.186295,101.057777,101.197128
66.040977,101.186630,101.057777,101.196999
66.040977,101.186295,101.057449,101.197342
66.040977,101.185791,101.057449,101.197678
66.040977,101.186127,101.057777,101.198830
66.040977,101.185791,101.057449,101.198013
66.040977,101.185791,101.057449,101.198830
66.040977,101.186127,101.057777,101.198349
66.040977,101.186798,101.058418,101.199501
66.040977,101.186462,101.058929,101.198013
66.040977,101.186462,101.058090,101.197678
66.040977,101.186127,101.058090,101.198013
66.040977,101.186127,101.058090,101.196518
66.040977,101.185791,101.058090,101.196518
66.040977,101.185791,101.058090,101.195709
66.040977,101.185791,101.058731,101.196854
66.040977,101.186462,101.058418,101.196854
66.040977,101.186798,101.058731,101.197189
66.040977,101.185791,101.059044,101.197189
66.040977,101.186127,101.058731,101.196182
66.040977,101.186127,101.058418,101.196182
66.040977,101.186127,101.057289,101.195984
66.040977,101.184952,101.057289,101.194832
66.040977,101.185287,101.057289,101.195030
66.040977,101.185287,101.057610,101.195511
66.040977,101.185287,101.057922,101.196655
66.040977,101.185287,101.058563,101.196518
66.040977,101.185287,101.058083,101.196854
66.040977,101.185287,101.057755,101.197342
66.040977,101.185623,101.057755,101.197678
66.040977,101.185623,101.058243,101.197540
