Channel_0,Channel_1,Channel_2,Channel_3
99.770859,67.896774,100.419479,101.131226
99.770859,67.896774,100.419479,101.131226
100.194969,67.896774,100.419479,101.131393
100.194969,67.896774,100.419479,101.131393
99.742264,67.896774,100.419167,101.131393
99.742264,67.896774,100.419167,101.131393
99.742264,67.896774,100.419167,101.132286
100.214081,67.897408,100.419167,101.132286
100.214081,67.897408,100.419167,101.132286
99.728043,67.897408,100.419388,101.132286
99.728043,67.897408,100.419388,101.132286
100.224136,67.897408,100.419388,101.132637
100.224136,67.897102,100.419388,101.132637
99.795288,67.897102,100.419388,101.132637
99.795288,67.897102,100.419067,101.132637
99.795288,67.897102,100.419067,101.132637
100.250366,67.897102,100.419067,101.132973
100.250801,67.896805,100.419067,101.132973
99.819077,67.896805,100.418686,101.132973
99.819077,67.896805,100.418686,101.132973
99.819077,67.896805,100.418686,101.133308
100.248215,67.896805,100.418686,101.133308
100.248215,67.896645,100.418686,101.133308
99.743057,67.896645,100.418999,101.133308
99.743057,67.896645,100.418999,101.133308
99.743057,67.896645,100.418999,101.133812
100.084633,67.896645,100.418999,101.133812
99.749039,67.896477,100.418999,101.133812
99.749039,67.896477,100.418198,101.133812
99.749039,67.896477,100.418198,101.133812
100.250801,67.896477,100.418198,101.134743
100.250801,67.896477,100.418198,101.134743
99.931580,67.896805,100.418198,101.134743
99.931580,67.896805,100.417404,101.134743
99.931580,67.896805,100.417404,101.135078
100.620110,67.896805,100.417404,101.135078
100.620110,67.896805,100.417404,101.135078
99.914627,67.896309,100.417099,101.135078
99.914627,67.896309,100.417099,101.135078
99.914627,67.896309,100.417099,101.134232
100.683685,67.896309,100.417099,101.134232
100.683685,67.896309,100.417099,101.134232
99.826820,67.896477,100.417099,101.134232
99.826820,67.896477,100.417099,101.134232
100.490280,67.896477,100.417099,101.134796
100.490280,67.896477,100.417099,101.134796
99.799095,67.896477,100.417099,101.134796
99.799095,67.896645,100.416832,101.134796
99.799095,67.896645,100.416832,101.134796
100.466385,67.896645,100.416832,101.134293
100.466385,67.896645,100.416832,101.134293
99.822159,67.896645,100.416832,101.134293
99.822159,67.897133,100.416191,101.134293
99.822159,67.897133,100.416191,101.133728
100.619217,67.897133,100.416191,101.133728
100.619217,67.897133,100.416191,101.133728
99.834534,67.897133,100.416191,101.133728
99.834534,67.897301,100.415337,101.133728
99.834534,67.897301,100.415337,101.132797
100.605911,67.897301,100.415337,101.132797
100.605911,67.897301,100.415337,101.132797
99.757210,67.897301,100.414597,101.132797
99.757210,67.896805,100.414597,101.132797
100.426292,67.896805,100.414597,101.132637
100.426292,67.896805,100.414597,101.132637
99.866211,67.896805,100.414597,101.132637
99.866211,67.896805,100.414444,101.132637
99.866211,67.896805,100.414444,101.131729
100.426674,67.896805,100.414444,101.131729
100.426674,67.896805,100.414444,101.131729
99.862656,67.896805,100.414444,101.131729
99.862656,67.896805,100.413551,101.131729
99.862656,67.897469,100.413551,101.131729
100.656746,67.897469,100.413551,101.131729
100.656746,67.897469,100.413551,101.131729
99.854919,67.897469,100.413551,101.131729
99.854919,67.897469,100.412750,101.131729
99.854919,67.897629,100.412750,101.130882
100.643799,67.897629,100.412750,101.130882
99.843636,67.897629,100.412750,101.130882
99.843636,67.897629,100.411888,101.130882
99.843636,67.897629,100.411888,101.130722
100.617348,67.897964,100.411888,101.130722
100.617348,67.897964,100.411888,101.130722
99.881943,67.897964,100.411888,101.130722
99.881943,67.897964,100.411476,101.130722
99.881943,67.897964,100.411476,101.131615
100.670959,67.898628,100.411476,101.131615
100.670959,67.898628,100.411476,101.131615
99.861038,67.898628,100.411476,101.131615
99.861038,67.898628,100.410835,101.131615
99.861038,67.898628,100.410835,101.131226
100.644020,67.898460,100.410835,101.131226
100.644020,67.898460,100.410835,101.131226
99.852737,67.898460,100.410835,101.131226
99.852737,67.898460,100.410622,101.130882
100.633881,67.898460,100.410622,101.130882
100.633713,67.898300,100.410622,101.130882
99.683891,67.898300,100.410622,101.130882
99.683891,67.898300,100.410622,101.130882
99.683891,67.898300,100.410454,101.130882
100.263985,67.898300,100.410454,101.130882
100.263985,67.898026,100.410454,101.130882
99.669998,67.898026,100.410454,101.130882
99.669998,67.898026,100.409561,101.130882
99.669998,67.898026,100.409561,101.130127
100.019081,67.898026,100.409561,101.130127
100.019081,67.897629,100.409561,101.130127
99.717293,67.897629,100.409561,101.130127
99.717293,67.897629,100.408508,101.130127
99.717293,67.897629,100.408508,101.130722
100.199127,67.897629,100.408508,101.130722
99.773697,67.897469,100.408508,101.130722
