Channel_0,Channel_1,Channel_2,Channel_3
99.261742,101.147072,114.554276,101.039032
101.917458,101.147072,114.554276,101.039032
99.325287,101.147232,114.554276,101.037941
99.325287,101.147232,114.554276,101.037941
99.325287,101.147232,114.554276,101.037941
101.935608,101.147232,114.554276,101.037941
101.935608,101.147232,114.554276,101.037941
99.302109,101.147133,114.554276,101.037766
99.302109,101.147133,114.554276,101.037766
99.302109,101.147133,114.554276,101.037766
102.039871,101.147133,114.554276,101.037766
102.039871,101.147133,114.554276,101.037766
99.338753,101.146561,114.554276,101.037033
99.338753,101.146561,114.554276,101.037033
99.338753,101.146561,114.554276,101.037033
102.076172,101.146561,114.554276,101.037033
102.076172,101.146561,114.554276,101.036530
99.327873,101.146965,114.554276,101.036530
99.327873,101.146965,114.554276,101.036530
101.925537,101.146965,114.554276,101.036530
101.925537,101.146965,114.554276,101.036530
99.384735,101.146965,114.554276,101.035934
99.384735,101.146965,114.554276,101.035934
99.384735,101.146965,114.554276,101.035934
102.070145,101.146965,114.554276,101.035934
102.070145,101.146965,114.554276,101.035934
99.437943,101.146965,114.554276,101.035599
99.437943,101.146736,114.554276,101.035599
99.437943,101.146736,114.554276,101.035599
102.126511,101.146736,114.554276,101.035599
102.126511,101.146736,114.554276,101.035042
99.468613,101.146736,114.554276,101.035042
99.468613,101.146629,114.554276,101.035042
99.468613,101.146629,114.554276,101.035042
102.211411,101.146629,114.554276,101.035042
102.211411,101.146629,114.554276,101.034874
99.434204,101.146629,114.554276,101.034874
99.434204,101.146225,114.554276,101.034874
102.179268,101.146225,114.554276,101.034874
102.179268,101.146225,114.554276,101.034874
99.511681,101.146225,114.554276,101.034286
99.511681,101.146225,114.554276,101.034286
99.511681,101.146225,114.554276,101.034286
102.199951,101.146225,114.554276,101.034286
102.199951,101.146225,114.554276,101.033600
99.492027,101.146225,114.554276,101.033600
99.492027,101.146225,114.554276,101.033600
99.492027,101.146400,114.554276,101.033600
102.172432,101.146400,114.554276,101.033600
102.172432,101.146400,114.554276,101.033264
99.479958,101.146400,114.554276,101.033264
99.479958,101.146400,114.554276,101.033264
99.479958,101.146896,114.554276,101.033264
102.165894,101.146896,114.554276,101.033264
99.478561,101.146896,114.554276,101.032364
99.478561,101.146896,114.554276,101.032364
99.478561,101.146896,114.554276,101.032364
102.162582,101.147568,114.554276,101.032364
102.162582,101.147568,114.554276,101.031525
99.514397,101.147568,114.554276,101.031525
99.514397,101.147568,114.554276,101.031525
99.514397,101.147568,114.554276,101.031525
102.213089,101.148407,114.554276,101.031525
102.213089,101.148407,114.554276,101.031021
99.527985,101.148407,114.554276,101.031021
99.527985,101.148407,114.554276,101.031021
99.527985,101.148407,114.554276,101.031021
102.205994,101.148636,114.554276,101.031021
102.205994,101.148636,114.554276,101.030418
99.526657,101.148636,114.554276,101.030418
99.526657,101.148636,114.554276,101.030418
102.204460,101.148636,114.554276,101.030418
102.204384,101.148743,114.554276,101.030197
99.304489,101.148743,114.554276,101.030197
99.304489,101.148743,114.554276,101.030197
99.304489,101.148743,114.554276,101.030197
101.977562,101.148743,114.554276,101.030197
101.977966,101.148804,114.554276,101.029694
99.322853,101.148804,114.554276,101.029694
99.322853,101.148804,114.554276,101.029694
99.322853,101.148804,114.554276,101.029694
102.070694,101.148804,114.554276,101.029694
102.070374,101.148476,114.554276,101.029358
99.389839,101.148476,114.554276,101.029358
99.389839,101.148476,114.554276,101.029358
99.389839,101.148476,114.554276,101.029358
102.084824,101.148476,114.554276,101.029358
99.445999,101.147964,114.554276,101.029274
99.445999,101.147964,114.554276,101.029274
99.445999,101.147964,114.554276,101.029274
102.058426,101.147964,114.554276,101.029274
102.058426,101.147964,114.554276,101.029106
99.307510,101.148140,114.554276,101.029106
99.307510,101.148140,114.554276,101.029106
