Channel_0,Channel_1,Channel_2,Channel_3
66.040977,101.177963,101.070862,101.211823
66.040977,101.177963,101.071335,101.211685
66.040977,101.178635,101.070694,101.211922
66.040977,101.179314,101.070816,101.212257
66.040977,101.179153,101.070816,101.212128
66.040977,101.179153,101.071289,101.211990
66.040977,101.178818,101.070618,101.212196
66.040977,101.178818,101.070290,101.212410
66.040977,101.178268,101.071091,101.212746
66.040977,101.177933,101.070763,101.212273
66.040977,101.177597,101.070892,101.212479
66.040977,101.179153,101.071365,101.212341
66.040977,101.177933,101.071327,101.212677
66.040977,101.177597,101.071800,101.212212
66.040977,101.177597,101.072571,101.211403
66.040977,101.177933,101.072243,101.211601
66.040977,101.178108,101.071602,101.211937
66.040977,101.178108,101.072075,101.211807
66.040977,101.178444,101.071716,101.212814
66.040977,101.178268,101.071877,101.213028
66.040977,101.179794,101.071236,101.212898
66.040977,101.178940,101.071365,101.213234
66.040977,101.178444,101.071518,101.213470
66.040977,101.178444,101.070541,101.213333
66.040977,101.178787,101.070702,101.214012
66.040977,101.178444,101.070541,101.214348
66.040977,101.176933,101.070511,101.214561
66.040977,101.176933,101.070343,101.214088
66.040977,101.176430,101.070503,101.214088
66.040977,101.176094,101.070976,101.213615
66.040977,101.176430,101.070618,101.212807
66.040977,101.176765,101.070137,101.212326
66.040977,101.176430,101.070610,101.213211
66.040977,101.176094,101.069649,101.213554
66.040977,101.176430,101.070091,101.212395
66.040977,101.177437,101.069931,101.213760
66.040977,101.178444,101.070084,101.212944
66.040977,101.178787,101.070236,101.212471
66.040977,101.178444,101.070724,101.212471
66.040977,101.179123,101.069717,101.212334
66.040977,101.179459,101.070198,101.211525
66.040977,101.179794,101.070358,101.212204
66.040977,101.179276,101.069389,101.211723
66.040977,101.179611,101.069839,101.211624
66.040977,101.179955,101.069672,101.211494
66.040977,101.179123,101.069504,101.211838
66.040977,101.179459,101.069664,101.211357
66.040977,101.179794,101.069176,101.211563
66.040977,101.179794,101.068192,101.211563
66.040977,101.180130,101.068985,101.211433
66.040977,101.180130,101.069138,101.210617
66.040977,101.179916,101.068810,101.210487
66.040977,101.179245,101.069260,101.209671
66.040977,101.179581,101.069412,101.210350
66.040977,101.179581,101.069565,101.209541
66.040977,101.179916,101.068924,101.210556
66.040977,101.180252,101.069046,101.210083
66.040977,101.178749,101.069199,101.209946
66.040977,101.179085,101.068558,101.210625
